match_name,total_teams_score,yellow_card,red_card,substitutions,n_same_squad_match,C-3,Segm K-means PCA,Segment
Brazil v Czechoslovakia,14,5,15,15,5,7.998239100506331,7,ottavo
Italy v United States,11,21,9,24,3,3.5088689208681267,7,ottavo
