player_id,family_name,given_name,total_games_played,n_minutes_played,n_tournaments,n_tournaments_played,total_final_match_played,n_wc_wins,total_goals,total_penalty_scored,Segm K-means PCA,Segment
P-01787,Ljung,Roger,7,640,2,2,0,0,1,0,5,5
P-07536,Schär,Fabian,5,480,2,2,0,0,0,0,5,5
P-07650,Choi,Young-il,4,290,2,2,0,0,0,0,5,5
P-07662,Adepoju,Mutiu,7,419,3,2,0,0,1,0,5,5
P-02188,Wilkins,Ray,7,582,2,2,0,0,0,0,5,5
P-00726,Grahn,Ove,8,637,2,2,0,0,1,0,5,5
P-02314,N'Dip,Victor,5,480,2,2,0,0,0,0,5,5
P-07401,Leonhardsen,Øyvind,6,441,2,2,0,0,0,0,5,5
P-07407,Nikiforov,Yuri,6,493,2,2,0,0,0,0,5,5
P-07415,Shojaei,Masoud,5,270,3,3,0,0,0,0,5,5
P-03981,Thern,Jonas,7,583,2,2,0,0,0,0,5,5
P-07465,Di Biagio,Luigi,6,493,2,2,0,0,1,0,5,5
P-00709,Umaña,Michael,7,690,2,2,0,0,0,0,5,5
P-07960,González,Giancarlo,8,780,2,2,0,0,0,0,5,5
P-01851,Ooijer,André,5,450,3,2,0,0,0,0,5,5
P-07978,Emerton,Brett,6,521,2,2,0,0,0,0,5,5
P-08018,Ćorluka,Vedran,7,391,2,2,0,0,0,0,5,5
P-03575,Xhaka,Granit,8,683,2,2,0,0,2,0,5,5
P-03540,Maguire,Harry,7,645,1,1,0,0,1,0,5,5
P-08119,Hargreaves,Owen,6,417,2,2,0,0,0,0,5,5
P-08128,Peres,Marinho,7,630,1,1,0,0,0,0,5,5
P-07790,Fernandinho,not applicable,10,456,2,2,0,0,1,0,5,5
P-09775,Caligiuri,Paul,7,610,2,2,0,0,1,0,5,5
P-01098,Lewis,Eddie,5,360,2,2,0,0,0,0,5,5
P-01101,Clayton,José,3,241,2,2,0,0,0,0,5,5
P-00620,Carmona,Carlos,4,273,2,2,0,0,0,0,5,5
P-03659,Bilić,Slaven,7,630,1,1,0,0,0,0,5,5
P-07930,Almeyda,Matías,6,521,2,2,0,0,0,0,5,5
P-06191,Lupescu,Ioan,8,775,2,2,0,0,0,0,5,5
P-04043,Paintsil,John,9,870,2,2,0,0,0,0,5,5
P-09942,van der Vaart,Rafael,8,445,2,2,1,0,0,0,5,5
P-06893,Naybet,Noureddine,5,450,2,2,0,0,0,0,5,5
P-06901,Ivanović,Branislav,5,450,2,2,0,0,0,0,5,5
P-06595,Gómez,Rónald,6,532,2,2,0,0,3,0,5,5
P-01344,Nyilasi,Tibor,5,449,2,2,0,0,2,0,5,5
P-00874,Cherundolo,Steve,7,587,3,2,0,0,0,0,5,5
P-06852,Nkoulou,Nicolas,6,523,2,2,0,0,0,0,5,5
P-09891,Lee,Yong,6,540,2,2,0,0,0,0,5,5
P-06691,Medel,Gary,7,648,2,2,0,0,0,0,5,5
P-04532,Milligan,Mark,4,360,4,2,0,0,0,0,5,5
P-04493,Mansouri,Faouzi,6,525,2,2,0,0,0,0,5,5
P-06717,Buncol,Andrzej,9,765,2,2,0,0,1,0,5,5
P-09989,Jaziri,Ziad,6,482,2,2,0,0,1,0,5,5
P-04463,Ramírez,Ramón,5,479,2,2,0,0,0,0,5,5
P-06770,Asanović,Aljoša,7,630,1,1,0,0,0,0,5,5
P-01630,Acosta,Jhonny,5,434,2,2,0,0,0,0,5,5
P-06807,Alexandersson,Niclas,8,706,2,2,0,0,1,0,5,5
P-04415,Vrsaljko,Šime,8,755,2,2,1,0,0,0,5,5
P-01721,Scholes,Paul,9,740,2,2,0,0,1,0,5,5
P-04090,Solís,Mauricio,6,503,2,2,0,0,0,0,5,5
P-04066,Schwarz,Stefan,9,806,2,2,0,0,0,0,5,5
P-00764,Terry,John,9,840,2,2,0,0,0,0,5,5
P-00046,Evra,Patrice,6,540,2,2,0,0,0,0,5,5
P-04282,Pérez,Diego,7,644,2,1,0,0,0,0,5,5
P-07127,Yakin,Hakan,5,237,2,2,0,0,0,0,5,5
P-07147,Hernández,Luis,7,460,2,2,0,0,4,0,5,5
P-07156,Herrera,Héctor,8,706,2,2,0,0,0,0,5,5
P-00816,Cha,Du-ri,7,423,2,2,0,0,0,0,5,5
P-09874,Sorín,Juan Pablo,7,663,2,2,0,0,0,0,5,5
P-00142,Helmer,Thomas,5,323,2,2,0,0,0,0,5,5
P-08747,Răducioiu,Florin,7,601,2,2,0,0,4,0,5,5
P-01302,Fernandes,Gélson,4,268,3,2,0,0,1,0,5,5
P-01216,Teymourian,Andranik,6,540,2,2,0,0,0,0,5,5
P-00139,Wilkshire,Luke,5,421,2,2,0,0,0,0,5,5
P-01218,Son,Heung-min,6,517,2,2,0,0,3,0,5,5
P-09167,Jaïdi,Radhi,6,540,2,2,0,0,1,0,5,5
P-00361,Anwar,Fuad,6,528,2,2,0,0,2,0,5,5
P-05660,Oliseh,Sunday,8,703,2,2,0,0,1,0,5,5
P-09242,Lacen,Mehdi,6,424,2,2,0,0,0,0,5,5
P-09279,Vidal,Arturo,7,542,2,2,0,0,0,0,5,5
P-09277,Torosidis,Vasilis,7,625,2,2,0,0,1,0,5,5
P-05879,Womé,Pierre,6,534,2,2,0,0,0,0,5,5
P-00229,Ferrer,Albert,6,495,2,2,0,0,0,0,5,5
P-03120,Papastathopoulos,Sokratis,6,517,2,2,0,0,1,0,5,5
P-02685,Grella,Vince,5,379,2,2,0,0,0,0,5,5
P-08646,Boninsegna,Roberto,7,609,2,2,1,0,2,0,5,5
P-03096,Yebda,Hassan,4,288,2,2,0,0,0,0,5,5
P-05056,Tiago,not applicable,9,564,2,2,0,0,2,0,5,5
P-02694,Mensah,Jonathan,6,570,2,2,0,0,0,0,5,5
P-02695,Mensah,John,8,780,2,2,0,0,0,0,5,5
P-02147,Perfumo,Roberto,8,720,2,2,0,0,0,0,5,5
P-08746,Abelardo,not applicable,6,506,2,2,0,0,0,0,5,5
P-05574,Herrera,Luis Fernando,7,660,2,2,0,0,0,0,5,5
P-08757,Fucile,Jorge,6,473,2,2,0,0,0,0,5,5
P-05117,Tudor,Igor,6,266,2,2,0,0,0,0,5,5
P-09479,Krzynówek,Jacek,6,515,2,2,0,0,0,0,5,5
P-00276,Mikel,John Obi,7,628,2,2,0,0,0,0,5,5
P-02498,Álvez,Fernando,8,720,2,2,0,0,0,0,5,5
P-08992,Aguilar,Paul,5,415,2,2,0,0,0,0,5,5
P-05737,Sánchez,Carlos,7,532,2,2,0,0,0,0,5,5
P-05734,Persson,Örjan,4,285,2,2,0,0,0,0,5,5
P-01429,Issa,Pierre,4,297,2,2,0,0,0,0,5,5
P-02816,Borkelmans,Vital,5,337,2,2,0,0,0,0,5,5
P-02865,Letchkov,Yordan,7,615,1,1,0,0,2,0,5,5
P-01435,Kjær,Simon,6,570,2,2,0,0,0,0,5,5
P-08768,Lugano,Diego,7,578,2,2,0,0,0,0,5,5
P-09147,Wójcicki,Roman,5,405,3,2,0,0,0,0,5,5
P-09546,Stam,Jaap,7,660,1,1,0,0,0,0,5,5
P-05800,Schöttel,Peter,5,406,2,2,0,0,0,0,5,5
P-02964,McIlroy,Sammy,8,680,2,2,0,0,0,0,5,5
P-02485,Ayew,André,7,651,2,2,0,0,2,0,5,5
P-05702,Eguavoen,Augustine,4,390,2,2,0,0,0,0,5,5
P-05696,Maniche,not applicable,7,565,1,1,0,0,2,0,5,5
P-08887,Mastroeni,Pablo,5,351,2,2,0,0,0,0,5,5
P-03163,Kader Keïta,Abdul,5,246,2,2,0,0,0,0,5,5
P-03353,Ziege,Christian,9,523,2,2,1,0,0,0,5,5
P-01919,Velásquez,José,8,681,2,2,0,0,1,0,5,5
P-00514,Endō,Yasuhito,6,472,3,2,0,0,1,0,5,5
P-09367,Tenorio,Carlos,6,342,2,2,0,0,2,0,5,5
P-03356,Okechukwu,Uche,7,660,2,2,0,0,0,0,5,5
P-00125,Harkes,John,6,540,2,2,0,0,0,0,5,5
P-05606,Carmona,Salvador,6,495,2,2,0,0,0,0,5,5
P-08437,Choi,Jin-cheul,9,833,2,2,0,0,0,0,5,5
P-05638,Pfeffer,Anton,5,450,2,2,0,0,0,0,5,5
P-05987,Madjer,Rabah,6,481,2,2,0,0,1,0,5,5
P-08413,Whiteside,Norman,8,625,2,2,0,0,1,0,5,5
P-04922,Mokoena,Aaron,6,540,2,2,0,0,0,0,5,5
P-08288,Palacios,Wilson,5,403,2,2,0,0,0,0,5,5
P-06090,Tioté,Cheick,6,511,2,2,0,0,0,0,5,5
P-00432,Barnetta,Tranquillo,7,619,3,2,0,0,1,0,5,5
P-03299,Helveg,Thomas,9,724,2,2,0,0,1,0,5,5
P-00530,Essien,Michael,4,290,2,2,0,0,0,0,5,5
P-02585,Johnson,Glen,6,537,2,2,0,0,0,0,5,5
P-00457,Soldo,Zvonimir,8,692,2,2,0,0,0,0,5,5
P-09317,Jeremies,Jens,10,532,2,2,1,0,0,0,5,5
P-02639,Gómez,Gabriel,5,439,2,2,0,0,0,0,5,5
P-05169,García Postigo,Luis,4,318,2,1,0,0,2,0,5,5
P-04564,Deflandre,Éric,4,339,2,2,0,0,0,0,5,5
P-05226,Kovač,Niko,6,460,2,2,0,0,1,0,5,5
P-05215,Mesbah,Djamel,3,183,2,2,0,0,0,0,5,5
P-05307,Rats,Vasyl,4,390,2,2,0,0,1,0,5,5
P-04956,Akyel,Fatih,7,634,1,1,0,0,0,0,5,5
P-04961,Riveros,Cristian,7,632,2,2,0,0,1,0,5,5
P-04801,Al-Jahani,Mohammed,5,425,2,2,0,0,0,0,5,5
P-05261,Vujović,Zlatko,8,682,2,2,0,0,0,0,5,5
P-05093,Giménez,José,7,630,2,2,0,0,1,0,5,5
P-05103,Lee,Eul-yong,6,448,2,2,0,0,1,0,5,5
P-05105,Grichting,Stéphane,4,357,2,2,0,0,0,0,5,5
P-04730,Bacca,Carlos,4,115,2,2,0,0,0,0,5,5
P-04767,Jahanbakhsh,Alireza,6,224,2,2,0,0,0,0,5,5
P-04753,Eboué,Emmanuel,6,521,2,2,0,0,0,0,5,5
P-02944,Chendo,not applicable,5,510,2,2,0,0,0,0,5,5
P-02889,Malpas,Maurice,5,450,2,2,0,0,0,0,5,5
P-02832,Heskey,Emile,9,550,2,2,0,0,1,0,5,5
P-02769,Enoh,Eyong,5,406,2,2,0,0,0,0,5,5
P-03295,McAteer,Jason,6,223,2,2,0,0,0,0,5,5
P-03206,Al-Dosari,Khamis,5,406,2,2,0,0,0,0,5,5
P-02368,Jonson,Mattias,6,171,2,2,0,0,0,0,5,5
P-02332,Van Meir,Eric,2,91,3,1,0,0,0,0,5,5
P-02320,Frei,Alexander,6,448,2,2,0,0,2,0,5,5
P-02298,Izaguirre,Emilio,4,316,2,2,0,0,0,0,5,5
P-02680,Leckie,Mathew,6,540,2,2,0,0,0,0,5,5
P-02656,Salpingidis,Dimitris,6,348,2,2,0,0,1,0,5,5
P-02627,Navas,Keylor,8,780,2,2,0,0,0,0,5,5
P-02601,Schachner,Walter,8,664,2,2,0,0,3,0,5,5
P-04106,Numan,Arthur,7,509,2,2,0,0,0,0,5,5
P-04049,Sergi,not applicable,8,690,2,2,0,0,0,0,5,5
P-04006,Kalou,Salomon,6,365,2,2,0,0,1,0,5,5
P-03993,de Ávila,Antony,4,208,2,2,0,0,0,0,5,5
P-03951,Culina,Jason,7,630,2,2,0,0,0,0,5,5
P-04511,Blind,Daley,7,670,1,1,0,0,1,0,5,5
P-04486,Franco,Guillermo,7,386,2,2,0,0,0,0,5,5
P-04455,Sørensen,Thomas,7,630,2,2,0,0,0,0,5,5
P-04427,Milner,James,4,261,2,2,0,0,0,0,5,5
P-04407,Campbell,Joel,7,530,2,2,0,0,1,0,5,5
P-04296,Santos,Alessandro,5,343,2,2,0,0,0,0,5,5
P-03578,Voronin,Valery,9,810,2,2,0,0,0,0,5,5
P-03528,Valdivia,Jorge,7,318,2,2,0,0,1,0,5,5
P-03483,Batista,not applicable,8,638,2,2,0,0,0,0,5,5
P-03822,McCarthy,Benni,6,473,2,2,0,0,2,0,5,5
P-03802,Deco,not applicable,5,400,2,2,0,0,1,0,5,5
P-03728,Sarpei,Hans,5,463,2,1,0,0,0,0,5,5
P-03689,Inler,Gökhan,7,660,2,2,0,0,0,0,5,5
P-03640,Halliche,Rafik,7,637,2,2,0,0,1,0,5,5
P-08465,Nelinho,not applicable,7,542,2,2,0,0,2,0,5,5
P-08461,Gilberto,not applicable,3,125,2,2,0,0,1,0,5,5
P-08439,Brozović,Marcelo,7,490,2,2,1,0,0,0,5,5
P-08432,Foé,Marc-Vivien,6,540,2,2,0,0,0,0,5,5
P-08255,Koo,Ja-cheol,5,399,2,2,0,0,1,0,5,5
P-08528,Nakata,Kōji,5,395,2,2,0,0,0,0,5,5
P-08719,Perea,Luis Carlos,6,570,2,2,0,0,0,0,5,5
P-08713,Lauren,not applicable,4,276,2,2,0,0,0,0,5,5
P-08686,Vierchowod,Pietro,7,488,3,2,0,1,0,0,5,5
P-08655,Rosato,Roberto,8,685,2,2,1,0,0,0,5,5
P-08567,Chilavert,José Luis,7,654,2,2,0,0,0,0,5,5
P-08553,Verheyen,Gert,5,334,2,2,0,0,0,0,5,5
P-08249,Kolarov,Aleksandar,5,450,2,2,0,0,1,0,5,5
P-07904,Linderoth,Tobias,8,722,2,2,0,0,0,0,5,5
P-07869,Oscar,not applicable,7,640,1,1,0,0,2,0,5,5
P-07867,Neill,Lucas,7,630,2,2,0,0,0,0,5,5
P-07773,Peres,Waldir,5,450,3,1,0,0,0,0,5,5
P-07749,Seol,Ki-hyeon,9,666,2,2,0,0,1,0,5,5
P-07727,Müller,Hansi,6,410,2,2,1,0,1,0,5,5
P-07673,Katsouranis,Kostas,6,405,2,2,0,0,0,0,5,5
P-08229,Gutiérrez,Nelson,8,720,2,2,0,0,0,0,5,5
P-08212,Bocanegra,Carlos,6,570,2,2,0,0,0,0,5,5
P-08200,Mykland,Erik,6,474,2,2,0,0,0,0,5,5
P-08181,Houghton,Ray,9,818,2,2,0,0,1,0,5,5
P-08177,Hurtado,Iván,6,519,2,2,0,0,0,0,5,5
P-08168,Dooley,Thomas,7,613,2,2,0,0,0,0,5,5
P-08166,Genghini,Bernard,6,525,2,2,0,0,3,0,5,5
P-08142,Centeno,Walter,6,510,2,2,0,0,0,0,5,5
P-07954,Moutinho,João,6,456,2,2,0,0,0,0,5,5
P-08075,Cardozo,José,6,465,2,2,0,0,1,0,5,5
P-07970,Caszely,Carlos,4,305,2,2,0,0,0,0,5,5
P-09703,Törőcsik,András,4,324,2,2,0,0,0,0,5,5
P-09701,Kaviedes,Iván,6,248,2,2,0,0,1,0,5,5
P-09658,Almeida,Hugo,3,163,2,2,0,0,1,0,5,5
P-09504,Crouch,Peter,6,342,2,2,0,0,1,0,5,5
P-09496,Guerrero,Julen,3,159,2,2,0,0,0,0,5,5
P-09981,Bernárdez,Víctor,4,316,2,2,0,0,0,0,5,5
P-09873,Emerson,not applicable,5,264,2,2,0,0,0,0,5,5
P-09860,Choi,Soon-ho,5,450,2,2,0,0,1,0,5,5
P-09858,Srna,Darijo,6,537,2,2,0,0,1,0,5,5
P-09822,Boulahrouz,Khalid,6,383,2,2,0,0,0,0,5,5
P-09784,Bąk,Jacek,4,320,2,2,0,0,0,0,5,5
P-09738,Iroha,Benedict,2,180,2,2,0,0,0,0,5,5
P-09736,Chiellini,Giorgio,6,540,2,2,0,0,0,0,5,5
P-09077,Gamboa,Cristian,8,681,2,2,0,0,0,0,5,5
P-09048,Žigić,Nikola,5,338,2,2,0,0,1,0,5,5
P-08945,West,Taribo,6,540,2,2,0,0,0,0,5,5
P-08936,Friedel,Brad,6,540,3,2,0,0,0,0,5,5
P-08915,Miguel,not applicable,7,603,2,2,0,0,0,0,5,5
P-08840,Barreto,Édgar,5,213,2,2,0,0,0,0,5,5
P-08817,Konno,Yasuyuki,3,183,2,2,0,0,0,0,5,5
P-09154,Berg,Henning,7,621,2,2,0,0,0,0,5,5
P-09395,Beardsley,Peter,9,617,2,2,0,0,1,0,5,5
P-09156,Lee,Chung-yong,7,604,2,2,0,0,2,0,5,5
P-09290,Kim,Dong-jin,3,181,2,2,0,0,0,0,5,5
P-09248,Abreu,Sebastián,7,302,2,2,0,0,0,0,5,5
P-06233,Moran,Kevin,5,480,2,1,0,0,0,0,5,5
P-06151,Ayala,Celso,8,727,2,2,0,0,1,0,5,5
P-06124,Şükür,Hakan,7,592,1,1,0,0,1,0,5,5
P-06095,Montero Castillo,Julio,7,639,2,2,0,0,0,0,5,5
P-06085,Kim,Young-gwon,6,540,2,2,0,0,1,0,5,5
P-05977,Robinho,not applicable,8,497,2,2,0,0,2,0,5,5
P-05974,Durie,Gordon,4,338,2,2,0,0,0,0,5,5
P-05920,Arias,Santiago,7,512,2,2,0,0,0,0,5,5
P-06535,Samuel,Walter,5,383,2,2,0,0,0,0,5,5
P-06431,Delgado,Agustín,6,533,2,2,0,0,3,0,5,5
P-06365,El Khalej,Tahar,5,450,2,2,0,0,0,0,5,5
P-06326,Martínez,Gilberto,4,320,2,2,0,0,0,0,5,5
P-06296,Daei,Ali,5,450,2,2,0,0,0,0,5,5
P-05604,Geremi,not applicable,6,466,2,2,0,0,0,0,5,5
P-05597,Donaghy,Mal,7,600,2,2,0,0,0,0,5,5
P-05559,Altidore,Jozy,5,380,2,2,0,0,0,0,5,5
P-05537,Nomvethe,Siyabonga,3,168,2,2,0,0,1,0,5,5
P-05433,Van Buyten,Daniel,9,840,2,2,0,0,0,0,5,5
P-05403,Azzouzi,Rachid,5,257,2,2,0,0,0,0,5,5
P-05632,Henderson,Jordan,7,642,2,2,0,0,0,0,5,5
P-05787,Onyewu,Oguchi,5,440,2,2,0,0,0,0,5,5
P-05823,Coentrão,Fábio,5,425,2,2,0,0,0,0,5,5
P-05820,Falcão,not applicable,7,543,2,2,0,0,3,0,5,5
P-05640,Kehl,Sebastian,6,370,2,2,0,0,0,0,5,5
P-07281,Chivadze,Aleksandr,5,450,2,1,0,0,1,0,5,5
P-07275,Song,Chong-gug,8,777,2,2,0,0,1,0,5,5
P-07274,Yordanov,Ivaylo,7,388,2,2,0,0,0,0,5,5
P-07134,McGrath,Paul,9,840,2,2,0,0,0,0,5,5
P-07113,Meola,Tony,7,630,3,2,0,0,0,0,5,5
P-07371,Palacios,Jerry,3,136,2,2,0,0,0,0,5,5
P-07595,Tejeda,Yeltsin,6,404,2,2,0,0,0,0,5,5
P-07534,Chagas,Marinho,7,630,1,1,0,0,0,0,5,5
P-07494,Fazekas,László,4,271,2,2,0,0,2,0,5,5
P-07384,Gomes,Nuno,4,69,2,2,0,0,1,0,5,5
P-07381,Bjørnebye,Stig Inge,7,630,2,2,0,0,0,0,5,5
P-07063,Martos,Győző,6,451,2,2,0,0,0,0,5,5
P-07039,Stones,John,7,646,1,1,0,0,2,0,5,5
P-06689,Duarte,Jaime,9,810,2,2,0,0,0,0,5,5
P-06677,Figo,Luís,10,802,2,2,0,0,0,0,5,5
P-06659,Tataw,Stephen,8,780,2,2,0,0,0,0,5,5
P-06651,Wolff,Josh,3,82,2,2,0,0,0,0,5,5
P-06575,Dembélé,Mousa,6,335,2,2,0,0,0,0,5,5
P-06774,de Vrij,Stefan,7,677,1,1,0,0,1,0,5,5
P-07005,Renquin,Michel,7,610,2,2,0,0,0,0,5,5
P-06975,Hodge,Steve,5,331,2,1,0,0,0,0,5,5
P-06960,Tomas,Stjepan,4,353,2,2,0,0,0,0,5,5
P-06886,Archibald,Steve,4,308,2,2,0,0,1,0,5,5
P-01588,Njanka,Pierre,4,277,2,2,0,0,1,0,5,5
P-01001,Noor,Mohammed,5,336,2,2,0,0,0,0,5,5
P-01485,Alves,Dani,9,702,2,2,0,0,0,0,5,5
P-02067,Makélélé,Claude,8,750,2,2,1,0,0,0,5,5
P-02127,Choi,Yong-soo,3,202,2,2,0,0,0,0,5,5
P-00519,Park,Kyung-hoon,6,518,2,2,0,0,0,0,5,5
P-00095,Rodríguez,Cristian,9,503,2,2,0,0,0,0,5,5
P-01953,Albert,Philippe,4,360,2,2,0,0,2,0,5,5
P-00358,Ferreira,Paulo,4,239,2,2,0,0,0,0,5,5
P-01593,Morientes,Fernando,7,467,2,2,0,0,5,0,5,5
P-01838,Munteanu,Dorinel,9,804,2,2,0,0,0,0,5,5
P-00748,Gargano,Walter,4,165,2,2,0,0,0,0,5,5
P-00508,Sand,Ebbe,8,512,2,2,0,0,1,0,5,5
P-00355,Narey,David,5,368,2,2,0,0,1,0,5,5
P-00511,Troche,Horacio,7,600,2,2,0,0,0,0,5,5
P-01816,Żewłakow,Michał,5,424,2,2,0,0,0,0,5,5
P-00170,Heintze,Jan,7,458,2,2,0,0,0,0,5,5
P-01301,Aldridge,John,8,380,2,2,0,0,1,0,5,5
P-01809,Khusainov,Galimzyan,5,450,2,2,0,0,0,0,5,5
P-00167,Šimunić,Josip,6,540,2,2,0,0,0,0,5,5
P-01994,Badra,Khaled,4,354,2,2,0,0,0,0,5,5
P-00196,Albelda,David,4,228,2,2,0,0,0,0,5,5
P-00182,Six,Didier,10,629,2,2,0,0,2,0,5,5
P-01524,El Hadrioui,Abdelkrim,5,450,2,2,0,0,0,0,5,5
P-00421,Baya,Zoubeir,6,280,2,2,0,0,0,0,5,5
P-00901,Olembé,Salomon,6,383,2,2,0,0,0,0,5,5
P-02052,Hubchev,Petar,7,660,1,1,0,0,0,0,5,5
P-00672,Protasov,Oleh,4,312,2,2,0,0,1,0,5,5
P-00688,Ricardo,not applicable,7,660,2,1,0,0,0,0,5,5
P-01499,Ljungberg,Freddie,6,540,2,2,0,0,1,0,5,5
P-01537,Ruiz,Bryan,8,764,2,2,0,0,2,0,5,5
P-00437,Gordillo,Rafael,6,504,2,2,0,0,0,0,5,5
P-00442,Sterling,Raheem,9,639,2,2,0,0,0,0,5,5
P-01541,Kelly,Gary,6,478,2,2,0,0,0,0,5,5
P-00967,Chávez,Osman,4,315,2,2,0,0,0,0,5,5
P-00356,Songo'o,Jacques,4,360,4,2,0,0,0,0,5,5
P-02203,Borimirov,Daniel,7,367,2,2,0,0,1,0,5,5
P-02201,Hajsafi,Ehsan,6,456,2,2,0,0,0,0,5,5
P-01396,Quiroga,Ramón,9,810,2,2,0,0,0,0,5,5
P-01625,Layún,Miguel,8,674,2,2,0,0,0,0,5,5
P-00838,Kvašňák,Andrej,8,675,2,2,1,0,0,0,5,5
P-01664,Nakayama,Masashi,4,235,2,2,0,0,1,0,5,5
P-00578,Kim,Shin-wook,3,166,2,2,0,0,0,0,5,5
P-00087,Biglia,Lucas,8,405,2,2,1,0,0,0,5,5
P-02184,Bougherra,Madjid,6,473,2,2,0,0,0,0,5,5
P-00342,Giannini,Giuseppe,7,585,1,1,0,0,1,0,5,5
P-01151,Yoshida,Maya,7,630,2,2,0,0,0,0,5,5
P-00310,Omeruo,Kenneth,6,540,2,2,0,0,0,0,5,5
P-00312,Benaglio,Diego,7,660,3,2,0,0,0,0,5,5
P-01436,Di Livio,Angelo,6,201,2,2,0,0,0,0,5,5
P-00036,Kompany,Vincent,9,767,2,2,0,0,0,0,5,5
P-07228,James,David,3,270,3,1,0,0,0,0,5,5
P-00792,Wanchope,Paulo,6,530,2,2,0,0,3,0,5,5
P-07472,Torstensson,Conny,5,415,2,2,0,0,1,0,5,5
P-07320,Raffinsky,László,4,390,2,2,0,0,0,0,5,5
P-00699,Reija,Severino,3,270,2,2,0,0,0,0,5,5
P-07388,Beto,not applicable,2,179,3,1,0,0,0,0,5,5
P-07336,Tukar,Redha,6,540,2,2,0,0,0,0,5,5
P-07344,Cueto,César,9,802,2,2,0,0,1,0,5,5
P-00722,Petaković,Aleksandar,4,360,2,1,0,0,2,0,5,5
P-07459,Osorio,Ricardo,8,750,2,2,0,0,0,0,5,5
P-07464,Schrojf,Viliam,6,540,3,1,1,0,0,0,5,5
P-00735,Beara,Vladimir,6,570,3,2,0,0,0,0,5,5
P-07301,Byun,Byung-joo,5,338,2,2,0,0,0,0,5,5
P-00733,Stelea,Bogdan,6,540,3,2,0,0,0,0,5,5
P-07297,Rufai,Peter,8,750,2,2,0,0,0,0,5,5
P-07431,Buckley,Delron,3,68,2,2,0,0,0,0,5,5
P-07535,Cho,Min-kook,2,135,2,2,0,0,0,0,5,5
P-07851,Kevan,Derek,4,360,2,1,0,0,2,0,5,5
P-07859,Kovačić,Mateo,8,299,2,2,0,0,0,0,5,5
P-07857,Yávar,Guillermo,3,154,2,2,0,0,0,0,5,5
P-07844,Escobar,Andrés,7,660,2,2,0,0,0,0,5,5
P-07876,Emmers,Marc,6,371,2,2,0,0,0,0,5,5
P-07780,Beausejour,Jean,6,428,2,2,0,0,2,0,5,5
P-00638,Janvion,Gérard,8,694,2,2,0,0,0,0,5,5
P-00636,Flo,Jostein,4,282,2,2,0,0,0,0,5,5
P-07833,Plánička,František,6,630,2,2,1,0,0,0,5,5
P-07810,Iwan,Andrzej,4,204,2,2,0,0,0,0,5,5
P-07812,Figueroa,Maynor,6,540,2,2,0,0,0,0,5,5
P-07964,Varga,József,4,360,2,2,0,0,1,0,5,5
P-07967,Tapper,Staffan,7,537,2,2,0,0,0,0,5,5
