player_id,family_name,given_name,total_games_played,n_minutes_played,n_tournaments,n_tournaments_played,total_final_match_played,n_wc_wins,total_goals,total_penalty_scored,Segm K-means PCA,Segment
P-09489,Mandžukić,Mario,8,789,2,2,1,0,5,0,2,2
P-08379,Santa Cruz,Roque,12,858,3,3,0,0,1,0,2,2
P-03363,Rebić,Ante,9,593,2,2,1,0,1,0,2,2
P-09690,Valderrama,Carlos,10,930,3,3,0,0,1,0,2,2
P-05579,Lovren,Dejan,10,921,2,2,1,0,0,0,2,2
P-05588,Rakitić,Ivan,10,910,2,2,1,0,1,0,2,2
P-05170,Guardado,Andrés,12,849,4,4,0,0,1,0,2,2
P-00429,Djourou,Johan,8,568,3,3,0,0,0,0,2,2
P-05959,Kalla,Raymond,8,672,3,3,0,0,0,0,2,2
P-06058,Al-Temyat,Nawaf,6,461,3,3,0,0,0,0,2,2
P-00004,Balakov,Krasimir,10,901,2,2,0,0,0,0,2,2
P-05262,Nordqvist,Björn,10,900,3,3,0,0,0,0,2,2
P-04923,Lučić,Teddy,8,679,3,2,0,0,0,0,2,2
P-05303,Verón,Juan Sebastián,11,818,3,3,0,0,0,0,2,2
P-05255,Lampard,Frank,10,930,3,3,0,0,0,0,2,2
P-02804,Cole,Ashley,14,1275,3,3,0,0,0,0,2,2
P-03306,Winter,Aron,8,626,3,3,0,0,1,0,2,2
P-03202,Pereira,Maxi,10,885,3,2,0,0,1,0,2,2
P-03133,Mihaylov,Borislav,11,976,3,2,0,0,0,0,2,2
P-02726,Kaká,not applicable,10,769,3,3,0,1,1,0,2,2
P-02710,Shaqiri,Xherdan,9,751,3,3,0,0,4,0,2,2
P-02284,Żmuda,Władysław,21,1808,4,4,0,0,0,0,2,2
P-02703,Bezsonov,Volodymyr,10,888,3,3,0,0,0,0,2,2
P-02675,Muslera,Fernando,16,1470,3,3,0,0,0,0,2,2
P-04158,Di María,Ángel,13,1017,3,3,0,0,2,0,2,2
P-04095,Demol,Stéphane,11,1024,2,2,0,0,1,0,2,2
P-04050,Al-Deayea,Mohamed,10,900,4,3,0,0,0,0,2,2
P-03934,Malouda,Florent,9,657,2,2,1,0,1,0,2,2
P-04468,Honda,Keisuke,10,710,3,3,0,0,4,0,2,2
P-04412,Kahn,Oliver,8,720,4,2,1,0,0,0,2,2
P-04298,Hong,Myung-bo,16,1409,4,4,0,0,2,0,2,2
P-03525,Bergkamp,Dennis,12,990,2,2,0,0,6,0,2,2
P-03426,Enyeama,Vincent,8,720,3,3,0,0,0,0,2,2
P-03593,Boka,Arthur,7,615,3,3,0,0,0,0,2,2
P-03809,Neuville,Oliver,13,515,2,2,1,0,2,0,2,2
P-03800,Inamoto,Junichi,8,406,3,3,0,0,2,0,2,2
P-06273,Costa,Ricardo,5,404,3,3,0,0,0,0,2,2
P-08510,Magath,Felix,10,878,2,2,1,0,0,0,2,2
P-08534,Park,Chu-young,7,527,3,3,0,0,1,0,2,2
P-08552,Salinas,Julio,12,939,3,3,0,0,3,0,2,2
P-08595,Kawaguchi,Yoshikatsu,6,540,4,2,0,0,0,0,2,2
P-08556,Jarni,Robert,11,945,3,3,0,0,1,0,2,2
P-08555,César,Júlio,12,1110,3,2,0,0,0,0,2,2
P-08251,Arellano,Jesús,8,485,3,3,0,0,0,0,2,2
P-07699,Demichelis,Martín,8,780,2,2,1,0,1,0,2,2
P-07926,Ingesson,Klas,10,916,2,2,0,0,0,0,2,2
P-08062,Nadal,Miguel Ángel,9,762,3,3,0,0,0,0,2,2
P-09445,De Bruyne,Kevin,10,930,2,2,0,0,2,0,2,2
P-09914,Rodríguez,Maxi,12,908,3,3,0,0,3,0,2,2
P-09897,Ayala,Roberto,10,990,3,2,0,0,1,0,2,2
P-09019,Pérez,Óscar,8,720,3,2,0,0,0,0,2,2
P-08854,Cáceres,Julio César,8,707,3,3,0,0,0,0,2,2
P-09357,Campos,Jorge,8,750,3,2,0,0,0,0,2,2
P-09332,De Napoli,Fernando,10,902,2,2,0,0,0,0,2,2
P-09225,Souness,Graeme,6,540,3,3,0,0,1,0,2,2
P-07639,Prosinečki,Robert,9,520,3,3,0,0,3,0,2,2
P-06134,Pletikosa,Stipe,9,810,3,3,0,0,0,0,2,2
P-06060,Tigana,Jean,12,1053,2,2,0,0,1,0,2,2
P-05966,Rivera,Gianni,9,598,4,4,1,0,3,0,2,2
P-06558,Sirakov,Nasko,11,825,2,2,0,0,2,0,2,2
P-06479,Ceulemans,Jan,16,1505,3,3,0,0,4,0,2,2
P-06477,Méndez,Édison,8,639,3,3,0,0,1,0,2,2
P-06288,Nilsson,Roland,10,930,2,2,0,0,0,0,2,2
P-05914,Van der Elst,Franky,14,1188,4,4,0,0,0,0,2,2
P-05903,Antognoni,Giancarlo,11,811,2,2,0,1,0,0,2,2
P-05571,Ki,Sung-yueng,9,742,3,3,0,0,0,0,2,2
P-05506,Obermayer,Erich,11,990,2,2,0,0,1,0,2,2
P-05457,Godín,Diego,14,1216,3,3,0,0,1,0,2,2
P-05631,Prohaska,Herbert,11,980,2,2,0,0,0,0,2,2
P-05851,Senderos,Philippe,5,351,3,3,0,0,1,0,2,2
P-05720,Jordan,Joe,7,611,3,3,0,0,4,0,2,2
P-05712,Kawashima,Eiji,11,1020,3,3,0,0,0,0,2,2
P-05692,Pepe,not applicable,8,623,3,3,0,0,1,0,2,2
P-05688,Al-Dokhi,Ahmed,6,352,3,3,0,0,0,0,2,2
P-07104,Hernández,Javier,12,581,3,3,0,0,4,0,2,2
P-06766,Espárrago,Víctor,9,592,3,2,0,0,1,0,2,2
P-06624,Ferdinand,Rio,10,896,3,2,0,0,1,0,2,2
P-06958,Seaman,David,9,840,3,2,0,0,0,0,2,2
P-07013,Crespo,Hernán,8,435,3,3,0,0,4,0,2,2
P-06803,Edinho,not applicable,9,733,3,3,0,0,1,0,2,2
P-00130,Burgnich,Tarcisio,11,963,3,3,1,0,1,0,2,2
P-01018,Giresse,Alain,12,1079,2,2,0,0,3,0,2,2
P-00670,Ramos,Tab,9,635,3,3,0,0,0,0,2,2
P-00131,Staunton,Steve,13,1080,3,3,0,0,0,0,2,2
P-01575,Kostadinov,Emil,10,820,2,2,0,0,1,0,2,2
P-00737,Baggio,Dino,12,974,2,2,1,0,2,0,2,2
P-00381,Enrique,Luis,12,899,3,3,0,0,2,0,2,2
P-00100,Park,Ji-sung,14,1265,3,3,0,0,3,0,2,2
P-00360,Rocheteau,Dominique,10,804,3,3,0,0,4,0,2,2
P-00872,Scifo,Enzo,17,1546,4,4,0,0,3,0,2,2
P-00869,Oscar,not applicable,12,1065,3,2,0,0,1,0,2,2
P-02014,Dirceu,not applicable,12,957,3,3,0,0,3,0,2,2
P-00203,Majewski,Stefan,11,990,2,2,0,0,1,0,2,2
P-01520,de Boer,Frank,11,1020,2,2,0,0,0,0,2,2
P-01240,Albertosi,Enrico,9,840,4,2,1,0,0,0,2,2
P-01987,Pauleta,not applicable,9,683,2,2,0,0,4,0,2,2
P-00971,Salcido,Carlos,10,841,3,3,0,0,0,0,2,2
P-00685,Schneider,Bernd,14,1162,2,2,1,0,1,0,2,2
P-01157,Agüero,Sergio,12,605,3,3,1,0,2,0,2,2
P-00292,Staelens,Lorenzo,8,708,3,3,0,0,0,0,2,2
P-00084,Yoo,Sang-chul,10,847,2,2,0,0,2,0,2,2
P-01057,Möller,Andreas,9,475,3,3,0,1,1,0,2,2
P-01085,Fischer,Klaus,11,739,2,2,1,0,2,0,2,2
P-00830,Szarmach,Andrzej,13,1008,3,3,0,0,7,0,2,2
P-01078,Dumitrescu,Ilie,8,545,3,3,0,0,2,0,2,2
P-07491,Balbo,Abel,7,454,3,3,0,0,1,0,2,2
P-00718,Fellaini,Marouane,10,734,2,2,0,0,2,0,2,2
P-07239,Yakimov,Dimitar,6,500,3,3,0,0,0,0,2,2
P-07396,Kanu,Nwankwo,6,310,3,3,0,0,0,0,2,2
P-07337,Zubizarreta,Andoni,16,1500,4,4,0,0,0,0,2,2
P-00727,Carbajal,Antonio,11,990,5,5,0,0,0,0,2,2
P-07284,McBride,Brian,10,812,3,3,0,0,3,0,2,2
P-00610,Bozsik,József,8,750,2,2,1,0,1,0,2,2
P-07840,Masopust,Josef,10,930,2,2,1,0,1,0,2,2
P-07818,dos Santos,Giovani,9,671,3,3,0,0,1,0,2,2
P-07920,Shesternyov,Albert,9,840,3,2,0,0,0,0,2,2
P-07898,Grosics,Gyula,11,1020,3,3,1,0,0,0,2,2
P-07765,Battiston,Patrick,11,970,3,3,0,0,0,0,2,2
P-07705,Owen,Michael,12,725,3,3,0,0,4,0,2,2
P-06517,Sipos,Ferenc,12,1080,3,3,0,0,0,0,2,2
P-00975,Barry,Boubacar,7,630,3,3,0,0,0,0,2,2
P-06318,Schnellinger,Karl-Heinz,17,1522,4,4,1,0,1,0,2,2
P-06361,Asparuhov,Georgi,7,558,3,3,0,0,1,0,2,2
P-06344,Müller,not applicable,10,534,3,3,0,1,2,0,2,2
P-07037,Waddle,Chris,11,822,2,2,0,0,0,0,2,2
P-07200,Lato,Grzegorz,20,1800,3,3,0,0,10,0,2,2
P-00931,Cole,Joe,8,452,3,3,0,0,1,0,2,2
P-06747,Rooney,Wayne,11,791,3,3,0,0,1,0,2,2
P-06748,Shilton,Peter,17,1620,3,3,0,0,0,0,2,2
P-06910,De Wolf,Michel,10,930,3,3,0,0,1,0,2,2
P-00908,Sulaiman Zubromawi,Abdullah,9,741,3,3,0,0,0,0,2,2
P-09404,Inzaghi,Filippo,5,149,3,3,0,1,1,0,2,2
P-09353,Tomaszewski,Jan,11,990,2,2,0,0,0,0,2,2
P-09477,Mazzola,Sandro,12,992,3,3,1,0,1,0,2,2
P-09465,Silva,David,9,570,3,3,0,1,0,0,2,2
P-09476,Dasayev,Rinat,9,840,3,3,0,0,0,0,2,2
P-00264,Popluhár,Ján,9,840,2,2,1,0,0,0,2,2
P-09102,Erhardt,Herbert,10,900,3,2,0,1,0,0,2,2
P-09767,Mattler,Étienne,6,570,3,3,0,0,0,0,2,2
P-09766,Ochoa,Guillermo,8,720,4,2,0,0,0,0,2,2
P-09805,Antenen,Charles,7,630,3,3,0,0,1,0,2,2
P-09965,Bolaños,Christian,9,573,3,3,0,0,0,0,2,2
P-09603,Wilmots,Marc,8,684,4,3,0,0,5,0,2,2
P-09596,Reyes,Salvador,9,810,3,3,0,0,0,0,2,2
P-08398,Wynalda,Eric,8,435,3,3,0,0,1,0,2,2
P-08318,Chumpitaz,Héctor,10,900,2,2,0,0,1,0,2,2
P-08532,Alkorta,Rafael,8,639,3,3,0,0,0,0,2,2
P-08876,Olić,Ivica,8,482,3,3,0,0,2,0,2,2
P-08857,Jones,Cobi,11,528,3,3,0,0,0,0,2,2
P-09012,Howard,Tim,8,780,3,2,0,0,0,0,2,2
P-00300,Higuaín,Gonzalo,14,1047,3,3,1,0,5,0,2,2
P-08995,Bresciano,Mark,9,493,3,3,0,0,0,0,2,2
P-08952,Facchetti,Giacinto,12,1110,3,3,1,0,0,0,2,2
P-08622,Nakata,Hidetoshi,10,894,3,3,0,0,1,0,2,2
P-08635,Cortés,Julio César,11,1009,3,3,0,0,1,0,2,2
P-00398,Pezzey,Bruno,11,990,2,2,0,0,1,0,2,2
P-00407,Held,Sigfried,9,805,2,2,1,0,1,0,2,2
P-08704,Overmars,Marc,11,753,2,2,0,0,1,0,2,2
P-03599,Balboa,Marcelo,8,577,3,3,0,0,0,0,2,2
P-03508,Ivanov,Valentin,9,810,2,2,0,0,5,0,2,2
P-01871,Szymanowski,Antoni,13,1170,2,2,0,0,0,0,2,2
P-03611,Skoglund,Lennart,9,810,2,2,1,0,1,0,2,2
P-01828,Rijsbergen,Wim,10,834,2,2,1,0,0,0,2,2
P-03321,Hwang,Sun-hong,10,654,4,3,0,0,2,0,2,2
P-01945,Nesta,Alessandro,9,585,3,3,0,1,0,0,2,2
P-03393,Tichy,Lajos,9,810,3,2,1,0,7,0,2,2
P-01902,Robson,Bryan,8,591,3,3,0,0,2,0,2,2
P-03401,Trésor,Marius,10,930,2,2,0,0,1,0,2,2
P-03434,Wright,Billy,10,930,3,3,0,0,0,0,2,2
P-01895,Ono,Shinji,6,344,3,3,0,0,0,0,2,2
P-04069,Schulz,Willi,13,1215,3,3,1,0,0,0,2,2
P-01731,Mátrai,Sándor,12,1080,3,3,0,0,0,0,2,2
P-01742,Romero,Sergio,12,1170,2,2,1,0,0,0,2,2
P-04105,Yashin,Lev,13,1170,4,3,0,0,0,0,2,2
P-03847,Okazaki,Shinji,10,427,3,3,0,0,2,0,2,2
P-03846,Raúl,not applicable,11,719,3,3,0,0,5,0,2,2
P-03935,Eto'o,Samuel,8,655,4,4,0,0,3,1,2,2
P-03957,Gerets,Eric,12,1115,3,3,0,0,0,0,2,2
P-03917,Paulinho,not applicable,11,741,2,2,0,0,1,0,2,2
P-03869,Gamarra,Carlos,11,1014,3,3,0,0,0,0,2,2
P-03884,Touré,Kolo,6,540,3,3,0,0,0,0,2,2
P-02491,Leighton,Jim,9,810,4,3,0,0,0,0,2,2
P-02696,Svensson,Kalle,11,990,2,2,1,0,0,0,2,2
P-02229,Donadoni,Roberto,11,977,2,2,1,0,0,0,2,2
P-02254,Delfour,Edmond,6,570,3,3,0,0,0,0,2,2
P-02349,Koncilia,Friedrich,11,990,2,2,0,0,0,0,2,2
P-02175,Lukaku,Romelu,10,653,2,2,0,0,5,0,2,2
P-02379,Bierhoff,Oliver,10,531,2,2,1,0,4,0,2,2
P-03056,Modrić,Luka,12,994,3,3,1,0,2,1,2,2
P-03185,Cocu,Phillip,11,970,2,2,0,0,2,0,2,2
P-01964,Júnior,not applicable,10,890,2,2,0,0,1,0,2,2
P-03119,Demyanenko,Anatoliy,9,840,3,3,0,0,0,0,2,2
P-03135,Dermendzhiev,Dinko,6,496,3,3,0,0,1,0,2,2
P-02025,Lee,Woon-jae,11,1003,4,3,0,0,0,0,2,2
P-01995,Ravelli,Thomas,10,930,2,2,0,0,0,0,2,2
P-02728,Kaltz,Manfred,13,1200,2,2,1,0,0,0,2,2
P-02735,Touré,Yaya,9,810,3,3,0,0,1,0,2,2
P-02774,Díaz,Isidoro,7,571,3,3,0,0,1,0,2,2
P-02953,Hellström,Ronnie,10,900,3,3,0,0,0,0,2,2
P-05576,van der Sar,Edwin,11,1020,3,2,0,0,0,0,2,2
P-05564,del Muro,Jesús,7,630,3,3,0,0,0,0,2,2
P-05665,Courtois,Thibaut,12,1110,2,2,0,0,0,0,2,2
P-01259,Rincón,Freddy,10,874,3,3,0,0,1,0,2,2
P-05254,Pluskal,Svatopluk,9,810,3,3,1,0,0,0,2,2
P-05385,Edström,Ralf,9,643,2,2,0,0,4,0,2,2
P-06025,Młynarczyk,Józef,11,990,2,2,0,0,0,0,2,2
P-05958,Cubilla,Luis,9,772,3,3,0,0,2,0,2,2
P-06188,Gallas,William,10,930,2,2,1,0,0,0,2,2
P-06181,Haynes,Johnny,8,720,3,2,0,0,1,0,2,2
P-06096,Omam-Biyik,François,11,1020,3,3,0,0,2,0,2,2
P-06093,Figueroa,Elías,9,810,3,3,0,0,0,0,2,2
P-05812,Cárdenas,Raúl,7,630,3,3,0,0,0,0,2,2
P-05749,Suárez,Luis,13,1171,3,3,0,0,7,0,2,2
P-05940,Bonet,Carlos,6,533,3,3,0,0,0,0,2,2
P-01197,Leão,not applicable,14,1260,4,2,0,1,0,0,2,2
P-04514,Mazurkiewicz,Ladislao,13,1200,3,3,0,0,0,0,2,2
P-04509,Dalglish,Kenny,8,600,3,3,0,0,2,0,2,2
P-01555,Novák,Ladislav,12,1110,3,3,1,0,0,0,2,2
P-04634,Zhechev,Dobromir,6,540,4,3,0,0,1,0,2,2
P-04433,Dempsey,Clint,10,929,3,3,0,0,4,0,2,2
P-04465,Riva,Gigi,8,750,2,2,1,0,3,0,2,2
P-01637,Pagliuca,Gianluca,10,891,3,2,1,0,0,0,2,2
P-04388,Larsson,Bo,11,922,3,3,0,0,0,0,2,2
P-05052,Jørgensen,Martin,11,675,3,3,0,0,1,0,2,2
P-05222,Lee,Young-pyo,12,1110,3,3,0,0,0,0,2,2
P-01415,Yobo,Joseph,10,828,3,3,0,0,0,0,2,2
P-05145,Rocha,Pedro,10,822,4,4,0,0,1,0,2,2
P-05135,Bossis,Maxime,15,1385,3,3,0,0,1,0,2,2
P-01517,Penev,Dimitar,9,762,3,3,0,0,0,0,2,2
P-04825,Vercauteren,Franky,11,1036,2,2,0,0,1,0,2,2
P-04862,Stewart,Earnie,11,698,3,3,0,0,1,0,2,2
P-04888,Perišić,Ivan,10,890,2,2,1,0,5,0,2,2
