manager_id,family_name,given_name,country_name,n_appearances,n_wc,goals_difference,win_rate,lose_rate,draw_rate,n_wc_wins_rate,Segm K-means PCA,Segment
M-149,Kolský,Karel,Czechoslovakia,4,1,3,0.25,0.5,0.25,0.0,2,2
M-153,Kubala,Ladislao,Spain,3,1,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,2,2
M-155,La Volpe,Ricardo,Argentina,4,1,0,0.25,0.5,0.25,0.0,2,2
M-159,Latzke,Felix,Austria,5,1,1,0.4,0.4,0.2,0.0,2,2
M-177,MacLeod,Ally,Scotland,3,1,-1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,2,2
M-185,Mazza,Paolo,Italy,3,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,2,2
M-189,Meissner,Josef,Czechoslovakia,3,1,2,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,2,2
M-193,Mészöly,Kálmán,Hungary,3,1,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,2,2
M-194,Metsu,Bruno,France,5,1,1,0.4,0.2,0.4,0.0,2,2
M-205,Moreira,Zezé,Brazil,3,1,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,2,2
M-218,Nishino,Akira,Japan,4,1,-1,0.25,0.5,0.25,0.0,2,2
M-239,Penev,Dimitar,Bulgaria,7,1,-1,0.42857142857142855,0.42857142857142855,0.14285714285714285,0.0,2,2
M-261,Rajevac,Milovan,Serbia,5,1,1,0.4,0.2,0.4,0.0,2,2
M-285,Santamaría,José,Uruguay,5,1,-1,0.2,0.4,0.4,0.0,2,2
M-289,Santrač,Slobodan,Yugoslavia,4,1,1,0.5,0.25,0.25,0.0,2,2
M-292,Schäfer,Winfried,Germany,3,1,-1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,2,2
M-295,Schmidt,Georg,Austria,5,1,1,0.4,0.4,0.2,0.0,2,2
M-306,Sono,Jomo,South Africa,3,1,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,2,2
M-308,Southgate,Gareth,England,7,1,4,0.42857142857142855,0.42857142857142855,0.14285714285714285,0.0,2,2
M-310,Stein,Jock,Scotland,3,1,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,2,2
M-311,Suárez,Luis,Spain,4,1,2,0.5,0.25,0.25,0.0,2,2
M-315,Svensson,Tommy,Sweden,7,1,7,0.42857142857142855,0.14285714285714285,0.42857142857142855,0.0,2,2
M-318,Tapia,José,Cuba,3,1,-7,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,2,2
M-326,Trapattoni,Giovanni,Italy,4,1,0,0.25,0.5,0.25,0.0,2,2
M-331,van Basten,Marco,Netherlands,4,1,1,0.5,0.25,0.25,0.0,2,2
M-336,Verbeek,Pim,Netherlands,3,1,-3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,2,2
M-351,Weiss,Vladimír,Slovakia,4,1,-2,0.25,0.5,0.25,0.0,2,2
