player_id,family_name,given_name,total_games_played,n_minutes_played,n_tournaments,n_tournaments_played,total_final_match_played,n_wc_wins,total_goals,total_penalty_scored,0
P-03789,Monti,Luis,9,870,2,2,2,1,2,0,4
P-07138,Bellini,Hilderaldo,8,720,3,2,1,2,0,0,4
P-03810,Monzeglio,Eraldo,5,540,2,2,1,2,0,0,4
P-04233,Ramos,Mauro,6,540,3,1,1,2,0,0,4
P-05599,Denílson,not applicable,12,382,2,2,2,1,0,0,4
