player_id,total_games_played,n_minutes_played,yellow_card,second_yellow_card,red_card,n_tournaments,n_tournaments_played,total_final_match_played,n_wc_wins,total_goals,total_penalty_scored,total_own_goals
P-03642,3,270,0,0,0,1,1,0,0,1,0,0
P-01835,1,46,0,0,0,1,1,0,0,0,0,0
P-03638,6,483,0,0,0,1,1,1,1,2,0,0
P-03633,1,67,0,0,0,1,1,0,0,0,0,0
P-01836,2,180,0,0,0,1,1,0,0,0,0,0
P-03629,1,34,0,0,0,1,1,0,0,0,0,0
P-03627,3,270,0,0,0,1,1,0,0,0,0,0
P-03645,7,630,0,0,0,3,2,0,0,0,0,0
P-03626,2,180,0,0,0,1,1,0,0,0,0,0
P-03625,3,255,0,0,0,1,1,0,0,0,0,0
P-03622,3,270,0,0,0,1,1,0,0,0,0,0
P-03621,9,900,0,0,0,2,2,2,2,3,1,0
P-03619,1,90,0,0,0,1,1,0,0,0,0,0
P-01837,5,510,0,0,0,2,2,0,0,0,0,0
P-03643,1,35,0,0,0,2,1,0,0,0,0,0
P-03648,1,90,0,0,0,1,1,0,0,0,0,0
P-03670,3,270,0,0,0,1,1,0,0,0,0,0
P-01830,2,180,0,0,0,1,1,0,0,0,0,0
P-01829,2,180,0,0,0,2,2,0,0,0,0,0
P-03667,1,90,0,0,0,1,1,0,0,0,0,0
P-03664,1,45,0,0,0,1,1,0,0,0,0,0
P-03663,1,90,0,0,0,1,1,0,0,0,0,0
P-03662,3,270,0,0,0,1,1,0,0,0,0,0
P-03661,3,270,0,0,0,1,1,0,0,0,0,0
P-01834,6,540,0,0,0,2,2,0,0,0,0,0
P-03649,4,360,0,0,0,1,1,0,0,4,0,0
P-03657,2,30,0,0,0,1,1,0,0,0,0,0
P-03656,1,90,0,0,0,1,1,0,0,1,1,0
P-03655,1,29,0,0,0,1,1,0,0,0,0,0
P-03653,14,770,0,0,0,3,3,0,0,5,1,0
P-03651,2,132,0,0,0,1,1,0,0,0,0,0
P-03650,2,180,0,0,0,1,1,0,0,0,0,0
P-03500,3,154,0,0,0,1,1,0,0,0,0,0
P-03497,5,141,0,0,0,2,2,0,0,1,0,0
P-04230,3,270,0,0,0,1,1,0,0,0,0,1
P-03311,1,27,0,0,0,1,1,0,0,0,0,0
P-03323,3,172,0,0,0,2,2,0,0,0,0,0
P-03321,10,654,0,0,0,4,3,0,0,2,0,0
P-03320,2,104,0,0,0,1,1,0,0,0,0,0
P-03319,2,114,0,0,0,1,1,0,0,1,0,0
P-03315,6,326,0,0,0,2,2,0,0,1,0,0
P-01927,3,264,0,0,0,1,1,0,0,0,0,0
P-03308,1,46,0,0,0,1,1,0,0,0,0,0
P-03327,3,270,0,0,0,1,1,0,0,0,0,0
P-01930,4,360,0,0,0,1,1,0,0,0,0,0
P-03302,2,147,0,0,0,1,1,0,0,0,0,0
P-03300,4,360,0,0,0,2,2,0,0,0,0,0
P-01932,3,270,0,0,0,1,1,0,0,0,0,0
P-01933,1,45,0,0,0,1,1,0,0,0,0,0
P-01937,5,300,0,0,0,2,2,1,1,0,0,0
P-03326,3,217,0,0,0,1,1,0,0,0,0,0
P-03330,4,172,0,0,0,1,1,0,1,0,0,0
P-03292,1,90,0,0,0,1,1,0,0,0,0,0
P-01925,4,420,0,0,0,2,2,0,0,0,0,0
P-03364,1,40,0,0,0,1,1,0,0,0,0,0
P-01918,11,748,0,0,0,3,3,1,1,1,0,0
P-03360,2,180,0,0,0,1,1,0,0,0,0,0
P-03359,3,270,0,0,0,1,1,0,0,0,0,0
P-03357,3,270,0,0,0,1,1,0,0,0,0,0
P-01922,2,180,0,0,0,1,1,0,0,0,0,0
P-03350,3,270,0,0,0,1,1,0,0,0,0,0
P-03335,3,241,0,0,0,1,1,0,0,0,0,0
P-03347,4,390,0,0,0,1,1,0,0,0,0,0
P-03345,1,90,0,0,0,1,1,0,0,0,0,0
P-03343,5,338,0,0,1,2,2,0,0,1,0,0
P-03342,1,90,0,0,0,1,1,0,0,0,0,0
P-03340,1,24,0,0,0,1,1,0,0,0,0,0
P-03339,1,120,0,0,0,1,1,0,0,0,0,0
P-03293,5,450,0,0,0,1,1,0,0,0,0,0
P-03291,2,30,0,0,0,1,1,0,0,0,0,0
P-01914,1,90,0,0,0,1,1,0,0,0,0,0
P-03249,2,180,0,0,0,1,1,0,0,0,0,0
P-03259,1,9,0,0,0,1,1,0,0,0,0,0
P-03257,2,180,0,0,0,1,1,0,0,0,0,0
P-03256,3,169,0,0,0,1,1,0,0,0,0,0
P-03253,3,270,0,0,0,1,1,0,0,1,0,0
P-03252,3,270,0,0,0,1,1,0,0,0,0,0
P-03250,1,90,0,0,0,1,1,0,0,0,0,0
P-03248,1,68,0,0,0,1,1,0,0,1,0,0
P-03261,3,117,0,0,0,1,1,0,0,0,0,0
P-03247,2,180,0,0,0,1,1,0,0,0,0,0
P-01945,9,585,0,0,0,3,3,0,1,0,0,0
P-03243,3,270,0,0,0,1,1,0,0,0,0,0
P-03241,1,90,0,0,0,1,1,0,1,0,0,0
P-03238,3,270,0,0,0,1,1,1,1,4,0,0
P-03237,1,9,0,0,0,1,1,0,0,0,0,0
P-03260,2,141,0,0,0,1,1,0,0,0,0,0
P-03262,6,436,0,0,0,2,2,0,0,1,0,0
P-03290,1,90,0,0,0,1,1,0,0,0,0,0
P-03280,3,300,0,0,0,1,1,0,0,2,0,0
P-03287,3,196,0,0,0,1,1,0,0,0,0,0
P-03286,2,180,0,0,0,1,1,0,0,0,0,0
P-03284,6,325,0,0,0,1,1,1,1,0,0,0
P-01938,5,436,0,0,0,1,1,0,0,2,0,0
P-03282,4,298,0,0,0,1,1,0,0,0,0,0
P-03281,6,540,0,0,0,1,1,0,0,4,0,0
P-03276,2,51,0,0,0,1,1,0,0,0,0,0
P-03265,2,180,0,0,0,1,1,0,0,0,0,0
P-03274,3,270,0,0,0,1,1,0,0,0,0,0
P-01940,4,85,0,0,0,1,1,0,0,1,0,0
P-01942,5,373,0,0,0,2,2,0,0,0,0,0
P-01943,5,450,0,0,0,1,1,0,0,6,0,0
P-03268,6,567,0,0,0,2,2,0,0,1,0,0
P-03266,3,259,0,0,0,1,1,0,0,0,0,0
P-03366,3,270,0,0,0,1,1,0,0,1,0,0
P-03373,1,90,0,0,0,1,1,0,0,0,0,0
P-03494,6,540,0,0,0,1,1,0,0,1,0,0
P-03451,7,660,0,0,0,2,1,0,0,0,0,0
P-03463,1,46,0,0,0,1,1,0,0,0,0,0
P-03461,2,180,0,0,0,1,1,0,0,0,0,0
P-03457,3,160,0,0,0,1,1,0,0,0,0,0
P-03454,4,360,0,0,0,2,2,0,0,0,0,0
P-03453,3,243,0,0,0,1,1,0,0,1,0,0
P-03452,4,360,0,0,0,2,1,0,1,0,0,0
P-03449,1,90,0,0,0,1,1,0,0,0,0,0
P-03467,1,14,0,0,0,1,1,0,0,0,0,0
P-03448,2,180,0,0,0,1,1,0,0,0,0,0
P-03446,4,312,0,0,0,1,1,0,0,1,0,0
P-03445,4,318,0,0,0,1,1,0,0,0,0,0
P-03444,1,90,0,0,0,1,1,0,0,0,0,0
P-03441,2,180,0,0,0,1,1,0,0,1,0,0
P-01890,1,12,0,0,0,1,1,0,0,0,0,0
P-03465,5,450,0,0,0,2,2,0,0,0,0,0
P-03471,6,389,0,0,0,2,2,0,0,1,0,0
P-03436,2,116,0,0,0,1,1,0,0,0,0,0
P-01887,3,185,0,0,0,1,1,0,0,0,0,0
P-03492,4,130,0,0,0,1,1,0,0,0,0,0
P-03491,5,450,0,0,0,1,1,0,0,0,0,0
P-03490,3,270,0,0,0,1,1,0,0,0,0,0
P-03488,1,90,0,0,0,1,1,0,0,0,0,0
P-01882,3,165,0,0,0,1,1,0,0,0,0,0
P-03485,1,5,0,0,0,1,1,0,0,0,0,0
P-01888,5,416,0,0,0,1,1,0,0,0,0,0
P-03473,14,1023,0,0,0,3,3,1,1,3,0,0
P-01889,5,510,0,0,0,1,1,1,1,0,0,0
P-03481,5,480,0,0,0,1,1,0,0,1,0,0
P-03477,3,270,0,0,0,1,1,0,0,0,0,0
P-03476,3,270,0,0,0,1,1,0,0,0,0,0
P-03475,7,630,0,0,0,2,2,0,0,0,0,0
P-03474,1,18,0,0,0,1,1,0,0,0,0,0
P-03438,2,146,0,0,0,1,1,0,0,0,0,0
P-03435,2,64,0,0,0,1,1,0,0,0,0,0
P-03374,2,180,0,0,0,1,1,0,0,0,0,0
P-03390,1,90,0,0,0,1,1,0,0,0,0,0
P-03397,2,126,0,0,0,1,1,0,0,0,0,0
P-03395,3,300,0,0,0,1,1,0,0,0,0,0
P-03394,3,270,0,0,0,1,1,0,0,1,0,0
P-03393,9,810,0,0,0,3,2,1,0,7,0,0
P-03392,2,180,0,0,0,1,1,0,0,0,0,0
P-03391,2,77,0,0,0,1,1,0,0,0,0,0
P-01902,8,591,0,0,0,3,3,0,0,2,0,0
P-01900,2,29,0,0,0,1,1,0,0,0,0,0
P-03388,3,270,0,0,0,1,1,0,0,0,0,0
P-03387,3,270,0,0,0,1,1,0,0,0,0,0
P-01907,3,122,0,0,0,1,1,0,0,0,0,0
P-01910,3,215,0,0,0,1,1,0,0,0,0,0
P-03379,6,437,0,0,0,2,2,0,0,1,1,0
P-03377,1,1,0,0,0,1,1,0,0,0,0,0
P-03401,10,930,0,0,0,2,2,0,0,1,0,0
P-03407,1,90,0,0,0,1,1,0,0,0,0,0
P-03434,10,930,0,0,0,3,3,0,0,0,0,0
P-03424,1,34,0,0,0,1,1,0,0,0,0,0
P-01891,2,29,0,0,0,1,1,0,0,0,0,0
P-03431,1,46,0,0,0,1,1,0,0,0,0,0
P-01893,6,570,0,0,0,2,1,1,1,3,0,0
P-03429,5,425,0,0,0,1,1,0,0,0,0,0
P-03428,1,90,0,0,0,1,1,0,0,0,0,0
P-01895,6,344,0,0,0,3,3,0,0,0,0,0
P-03422,3,242,0,0,0,1,1,0,0,0,0,0
P-01898,1,77,0,0,0,1,1,0,0,0,0,0
P-01896,2,16,0,0,0,1,1,0,0,0,0,0
P-03417,2,157,0,0,0,1,1,0,0,0,0,0
P-03415,1,120,0,0,0,1,1,0,0,0,0,0
P-03414,2,163,0,0,0,1,1,0,0,0,0,0
P-01897,2,180,0,0,0,1,1,0,0,0,0,0
P-03410,4,360,0,0,0,1,1,0,0,0,0,0
P-01818,2,180,0,0,0,1,1,0,0,0,0,0
P-03734,5,294,0,0,0,2,2,0,0,1,0,0
P-03735,2,48,0,0,0,1,1,0,0,0,0,0
P-04059,4,360,0,0,0,1,1,0,0,0,0,0
P-04069,13,1215,0,0,0,3,3,1,0,0,0,0
P-04068,1,90,0,0,0,1,1,0,0,0,0,0
P-04067,7,475,0,0,0,1,1,0,0,0,0,0
P-01730,1,68,0,0,0,1,1,0,0,0,0,0
P-04065,1,90,0,0,0,1,1,0,0,0,0,0
P-01731,12,1080,0,0,0,3,3,0,0,0,0,0
P-04057,3,270,0,0,0,2,2,1,0,0,0,0
P-04073,1,30,0,0,0,1,1,0,0,0,0,0
P-04054,2,180,0,0,0,1,1,0,0,1,0,0
P-01733,1,90,0,0,0,2,1,0,0,0,0,0
P-01734,2,66,0,0,0,1,1,0,0,1,0,0
P-04046,2,180,0,0,0,1,1,0,0,0,0,0
P-04044,3,213,0,0,0,1,1,0,0,0,0,0
P-01735,6,540,0,0,0,1,1,0,0,0,0,0
P-01726,3,181,0,0,0,1,1,0,0,0,0,0
P-04076,2,180,0,0,0,1,1,0,0,0,0,0
P-04040,1,90,0,0,0,1,1,0,0,0,0,0
P-04086,5,284,0,0,0,1,1,0,0,0,0,0
P-04097,2,53,0,0,0,1,1,0,0,1,0,0
P-04096,7,630,0,0,0,2,2,0,0,0,0,0
P-01723,2,105,0,0,0,1,1,0,0,0,0,0
P-04094,4,360,0,0,0,3,1,0,0,0,0,0
P-04091,4,360,0,0,0,1,1,0,0,3,1,0
P-01724,1,86,0,0,0,1,1,0,0,0,0,0
P-04085,1,71,0,0,0,1,1,0,0,0,0,0
P-04077,1,46,0,0,0,1,1,0,0,0,0,0
P-04084,3,238,0,0,0,1,1,0,0,0,0,0
P-04083,5,450,0,0,0,2,2,0,0,1,0,0
P-04082,3,197,0,0,0,1,1,0,0,0,0,0
P-01725,4,360,0,0,0,1,1,0,0,2,0,0
P-04079,3,155,0,0,0,1,1,0,0,0,0,0
P-04078,3,270,0,0,0,2,2,0,0,0,0,0
P-04042,1,90,0,0,0,1,1,0,0,0,0,0
P-01736,3,200,0,0,0,1,1,0,0,0,0,0
P-04099,2,36,0,0,0,1,1,0,0,0,0,0
P-01762,2,180,0,0,0,1,1,0,0,0,0,0
P-01755,2,52,0,0,0,1,1,0,0,1,0,0
P-01756,6,446,0,0,0,2,2,0,0,2,0,0
P-03996,4,83,0,0,0,1,1,0,0,0,0,0
P-03995,3,119,0,0,0,1,1,0,0,1,0,0
P-03994,4,360,0,0,0,1,1,0,0,0,0,0
P-01758,1,90,0,0,0,2,1,0,1,0,0,0
P-01763,3,270,0,0,0,1,1,0,0,0,0,0
P-01753,1,90,0,0,0,1,1,0,0,0,0,0
P-03990,1,28,0,0,0,1,1,0,0,0,0,0
P-03989,3,270,0,0,0,1,1,0,0,2,0,0
P-03988,1,90,0,0,0,1,1,0,0,1,0,0
P-03985,1,120,0,0,0,1,1,0,0,0,0,0
P-03983,2,180,0,0,0,1,1,0,0,0,0,0
P-01766,1,90,0,0,0,1,1,0,0,0,0,0
P-04000,4,360,0,0,0,2,2,0,0,0,0,0
P-04002,3,270,0,0,0,1,1,0,0,1,0,0
P-04038,2,42,0,0,0,1,1,0,0,0,0,0
P-04024,5,403,0,0,0,2,1,0,0,1,0,0
P-01737,4,360,0,0,0,2,2,0,0,0,0,0
P-04034,2,80,0,0,0,1,1,0,0,0,0,0
P-04031,1,31,0,0,0,1,1,0,0,0,0,0
P-01739,3,226,0,0,0,1,1,0,0,0,0,0
P-04026,1,90,0,0,0,2,1,0,0,0,0,0
P-04025,12,1080,0,0,0,3,3,2,2,5,0,0
P-04023,2,180,0,0,0,1,1,0,0,1,0,0
P-04004,6,346,0,0,0,2,2,0,0,2,0,0
P-04021,2,180,0,0,0,1,1,0,0,0,0,0
P-04018,2,103,0,0,0,1,1,0,0,0,0,0
P-04017,5,480,0,0,0,1,1,0,0,0,0,0
P-04011,1,6,0,0,0,1,1,0,0,0,0,0
P-04009,4,360,0,0,0,1,1,0,0,0,0,0
P-01742,12,1170,0,0,0,2,2,1,0,0,0,0
P-04098,5,450,0,0,0,1,1,0,0,0,0,0
P-04101,1,12,0,0,0,1,1,0,0,0,0,0
P-01814,2,154,0,0,0,1,1,0,0,0,0,0
P-04181,1,90,0,0,0,1,1,0,0,0,0,0
P-04194,3,270,0,0,0,1,1,0,0,0,0,0
P-04193,3,226,0,0,0,1,1,0,0,1,0,0
P-04188,6,540,0,0,0,1,1,0,0,9,0,0
P-04187,3,264,0,0,0,1,1,0,0,2,0,0
P-04186,5,450,0,0,0,3,1,0,1,0,0,0
P-04182,4,292,0,0,0,1,1,0,1,1,0,0
P-04179,1,90,0,0,0,1,1,0,0,0,0,0
P-04200,2,180,0,0,0,1,1,0,0,0,0,0
P-01709,4,360,0,0,0,1,1,0,0,0,0,0
P-04174,2,73,0,0,0,1,1,0,0,0,0,0
P-04173,1,90,0,0,0,1,1,0,0,1,0,0
P-04171,1,90,0,0,0,1,1,0,0,1,1,0
P-04170,3,253,0,0,0,1,1,0,0,1,0,0
P-04167,3,270,0,0,0,2,1,0,0,0,0,0
P-04197,5,387,0,0,0,2,2,0,0,0,0,0
P-01708,3,270,0,0,0,1,1,0,0,0,0,0
P-04164,1,11,0,0,0,1,1,0,0,0,0,0
P-04216,3,270,0,0,0,1,1,0,0,2,0,0
P-01696,7,552,0,0,0,1,1,0,0,1,0,0
P-04224,3,270,0,0,0,1,1,0,0,1,0,0
P-04223,1,90,0,0,0,1,1,0,0,0,0,0
P-04220,1,120,0,0,0,1,1,0,0,0,0,0
P-04218,3,270,0,0,0,1,1,0,0,0,0,0
P-01697,2,180,0,0,0,1,1,0,0,0,0,0
P-04215,1,117,0,0,0,1,1,0,0,0,0,0
P-04203,3,270,0,0,0,1,1,0,0,0,0,0
P-01700,1,52,0,0,0,1,1,0,0,0,0,0
P-04212,1,90,0,0,0,2,1,0,1,0,0,0
P-04207,1,45,0,0,0,1,1,0,0,0,0,0
P-01703,1,90,0,0,0,1,1,0,0,0,0,0
P-01706,2,180,0,0,0,1,1,0,0,0,0,0
P-04204,2,180,0,0,0,1,1,0,0,0,0,0
P-04166,7,615,0,0,0,1,1,1,1,0,0,0
P-04161,3,270,0,0,0,1,1,0,0,1,0,0
P-04102,1,90,0,0,0,1,1,0,0,1,0,0
P-01717,2,210,0,0,0,2,2,0,0,1,0,0
P-04123,3,270,0,0,0,1,1,0,0,0,0,0
P-04120,1,90,0,0,0,1,1,0,0,0,0,0
P-04119,2,180,0,0,0,1,1,0,0,0,0,0
P-04118,6,520,0,0,0,1,1,0,0,1,0,0
P-04115,9,810,0,0,0,2,2,0,0,0,0,0
P-04114,1,90,0,0,0,1,1,0,0,0,0,0
P-04112,1,90,0,0,0,1,1,0,0,0,0,0
P-04133,3,270,0,0,0,2,1,0,0,0,0,0
P-04111,3,169,0,0,0,1,1,0,0,0,0,0
P-01719,4,360,0,0,0,1,1,0,0,0,0,0
P-04109,2,210,0,0,0,1,1,0,0,1,0,0
P-04107,4,266,0,0,0,2,2,0,0,0,0,0
P-01720,3,270,0,0,0,1,1,0,0,0,0,0
P-04105,13,1170,0,0,0,4,3,0,0,0,0,0
P-04130,6,251,0,0,0,1,1,0,0,0,0,0
P-04135,3,270,0,0,0,1,1,0,0,0,0,0
P-04160,1,90,0,0,0,1,1,0,0,0,0,0
P-04150,1,90,0,0,0,1,1,0,0,0,0,0
P-04159,8,716,0,0,0,2,2,0,0,0,0,0
P-01711,1,90,0,0,0,1,1,0,0,0,0,0
P-04157,3,270,0,0,0,1,1,0,0,0,0,0
P-04154,2,180,0,0,0,1,1,0,0,0,0,0
P-04153,1,120,0,0,0,1,1,0,0,0,0,0
P-04151,3,109,0,0,0,1,1,0,0,0,0,0
P-04149,2,75,0,0,0,1,1,0,0,0,0,0
P-01714,4,360,0,0,0,1,1,1,1,0,0,0
P-04148,3,300,0,0,0,1,1,0,0,0,0,0
P-01713,1,90,0,0,0,1,1,0,1,0,0,0
P-04144,3,262,0,0,0,1,1,0,0,0,0,0
P-04143,1,90,0,0,0,1,1,0,0,0,0,0
P-04141,3,270,0,0,0,1,1,0,0,0,0,0
P-04139,1,90,0,0,0,1,1,0,0,0,0,0
P-01767,1,90,0,0,0,1,1,0,0,0,0,0
P-01768,3,270,0,0,0,1,1,0,0,0,0,0
P-03977,1,90,0,0,0,1,1,0,0,0,0,0
P-03818,1,90,0,0,0,1,1,0,0,0,0,0
P-01795,2,180,0,0,0,1,1,0,0,0,0,0
P-03823,1,90,0,0,0,1,1,0,0,0,0,0
P-01796,3,270,0,0,0,1,1,0,0,0,0,0
P-03821,3,270,0,0,0,1,1,0,0,0,0,0
P-01799,6,540,0,0,0,1,1,0,0,0,0,0
P-03819,3,270,0,0,0,2,1,0,0,0,0,0
P-03817,2,39,0,0,0,1,1,0,0,0,0,0
P-03827,1,90,0,0,0,1,1,0,0,0,0,0
P-03816,4,360,0,0,0,1,1,1,0,3,0,0
P-03815,5,450,0,0,0,1,1,0,0,0,0,0
P-03813,3,270,0,0,0,1,1,0,0,0,0,0
P-03810,5,540,0,0,0,2,2,1,2,0,0,0
P-03807,5,450,0,0,0,1,1,0,0,3,0,0
P-01801,3,270,0,0,0,1,1,0,0,0,0,0
P-03826,2,180,0,0,0,1,1,0,0,0,0,0
P-03830,2,123,0,0,0,1,1,0,0,1,0,0
P-01802,2,180,0,0,0,2,2,0,0,0,0,0
P-03845,2,180,0,0,0,1,1,0,0,0,0,0
P-03858,2,102,0,0,0,1,1,0,0,0,0,0
P-03855,2,180,0,0,0,1,1,0,0,3,0,0
P-01790,4,360,0,0,0,1,1,0,0,0,0,0
P-03853,1,90,0,0,0,1,1,0,0,0,0,0
P-03847,10,427,0,0,0,3,3,0,0,2,0,0
P-03846,11,719,0,0,0,3,3,0,0,5,0,0
P-03842,2,180,0,0,0,1,1,0,0,0,0,0
P-03831,3,270,0,0,0,1,1,0,0,0,0,0
P-03841,1,23,0,0,0,1,1,0,0,0,0,0
P-03840,3,270,0,0,0,1,1,0,0,1,0,0
P-01791,6,407,0,0,0,2,2,0,0,0,0,0
P-03835,5,248,0,0,0,1,1,0,0,1,0,0
P-01793,8,720,0,0,0,2,2,0,0,2,1,0
P-03832,4,338,0,0,0,1,1,0,0,1,0,0
P-03801,3,270,0,0,0,1,1,0,0,0,0,0
P-03797,6,529,0,0,0,1,1,0,0,1,0,0
P-03973,1,67,0,0,0,1,1,0,0,0,0,0
P-03758,2,136,0,0,0,1,1,0,0,0,0,0
P-03770,3,226,0,0,0,1,1,0,0,0,0,0
P-03767,4,156,0,0,0,1,1,0,0,0,0,0
P-03765,2,84,0,0,0,1,1,0,0,0,0,0
P-03764,3,270,0,0,0,1,1,0,0,0,0,0
P-03762,1,90,0,0,0,1,1,0,0,0,0,0
P-03759,2,180,0,0,0,1,1,0,0,0,0,0
P-03757,1,90,0,0,0,1,1,0,0,0,0,0
P-03772,6,540,0,0,0,1,1,0,0,0,0,0
P-01810,3,270,0,0,0,1,1,0,0,1,0,0
P-03751,3,270,0,0,0,1,1,0,0,0,0,0
P-03750,2,104,0,0,0,1,1,0,0,0,0,0
P-03749,4,276,0,0,0,3,2,0,0,0,0,0
P-03747,3,330,0,0,0,2,1,0,0,1,0,0
P-01811,3,58,0,0,0,1,1,0,0,0,0,0
P-01808,3,270,0,0,0,1,1,0,0,1,0,0
P-03773,5,480,0,0,0,3,1,0,1,0,0,0
P-03796,3,80,0,0,0,1,1,0,0,0,0,0
P-01804,1,63,0,0,0,1,1,0,0,0,0,0
P-03795,14,1260,0,0,0,4,4,2,3,12,0,0
P-03793,6,540,0,0,0,2,2,1,0,4,0,0
P-03792,1,90,0,0,0,1,1,0,0,0,0,0
P-03790,4,311,0,0,0,1,1,0,0,1,0,0
P-03789,9,870,0,0,0,2,2,2,1,2,0,0
P-03787,2,145,0,0,0,1,1,0,0,0,0,0
P-03785,6,320,0,0,0,2,2,0,0,0,0,0
P-03774,2,19,0,0,0,1,1,0,0,0,0,0
P-03783,3,270,0,0,0,1,1,0,0,2,0,0
P-03781,2,136,0,0,0,1,1,0,0,0,0,0
P-03780,2,28,0,0,0,1,1,0,0,0,0,0
P-03779,7,336,0,0,0,1,1,1,0,1,0,0
P-03777,3,270,0,0,0,1,1,0,0,0,0,0
P-03776,5,395,0,0,0,2,2,0,1,0,0,0
P-03861,9,672,0,0,0,2,2,1,1,1,0,0
P-03863,2,180,0,0,0,1,1,0,0,0,0,0
P-03865,2,180,0,0,0,1,1,0,0,0,0,0
P-01773,3,270,0,0,0,1,1,0,0,0,0,0
P-03944,1,90,0,0,0,1,1,0,0,0,0,0
P-03943,4,390,0,0,0,1,1,0,0,1,0,0
P-03940,3,270,0,0,0,1,1,0,0,0,0,0
P-03939,1,67,0,0,0,1,1,0,0,0,0,0
P-03936,3,270,0,0,0,1,1,0,0,1,0,0
P-03935,8,655,0,0,0,4,4,0,0,3,1,0
P-03933,1,90,0,0,0,1,1,0,0,0,0,0
P-01772,2,96,0,0,0,2,2,0,0,0,0,0
P-03932,4,94,0,0,0,1,1,0,0,0,0,0
P-03931,3,270,0,0,0,1,1,0,0,0,0,0
P-01775,6,540,0,0,0,1,1,1,1,1,0,0
P-03929,2,35,0,0,0,1,1,0,0,0,0,0
P-03927,3,270,0,0,0,1,1,0,0,1,0,0
P-01776,6,540,0,0,0,1,1,0,0,2,0,0
P-03945,2,180,0,0,0,1,1,0,0,0,0,0
P-03949,2,31,0,0,0,1,1,0,0,0,0,0
P-03866,5,438,0,0,0,1,1,0,0,0,0,0
P-03962,2,48,0,0,0,1,1,0,0,0,0,0
P-03972,1,6,0,0,0,1,1,0,0,0,0,0
P-03971,1,46,0,0,0,1,1,0,0,0,0,0
P-03968,4,360,0,0,0,2,2,0,0,0,0,0
P-03967,4,360,0,0,0,1,1,1,1,0,0,0
P-03966,5,480,0,0,0,1,1,0,0,0,0,1
P-03963,4,275,0,0,0,2,2,0,0,0,0,0
P-03960,1,33,0,0,0,1,1,0,0,0,0,0
P-03950,1,20,0,0,0,1,1,0,0,0,0,0
P-03958,1,80,0,0,0,1,1,0,0,0,0,0
P-03957,12,1115,0,1,0,3,3,0,0,0,0,0
P-03956,3,270,0,0,0,1,1,0,0,0,0,0
P-03953,1,35,0,0,0,1,1,0,0,1,0,0
P-03952,3,270,0,0,0,1,1,0,0,1,0,0
P-01771,3,270,0,0,0,1,1,0,0,0,0,0
P-03924,1,26,0,0,0,1,1,0,0,0,0,0
P-03922,4,70,0,0,0,2,2,0,0,0,0,0
P-03921,1,90,0,0,0,1,1,0,0,0,0,0
P-03876,1,4,0,0,0,1,1,0,0,0,0,0
P-03883,3,270,0,0,0,1,1,0,0,0,0,0
P-03881,1,90,0,0,0,1,1,0,0,0,0,0
P-03880,5,480,0,0,0,1,1,0,0,0,0,0
P-03879,3,270,0,0,0,1,1,0,0,0,0,0
P-03878,3,246,0,0,0,1,1,0,0,1,0,0
P-01783,5,198,0,0,0,1,1,0,0,1,0,0
P-03875,17,1530,0,0,0,4,3,1,1,0,0,0
P-03917,11,741,0,0,0,2,2,0,0,1,0,0
P-03873,3,270,0,0,0,1,1,0,0,0,0,0
P-01786,2,152,0,0,0,1,1,0,0,0,0,0
P-03871,1,1,0,0,0,1,1,0,0,0,0,0
P-03869,11,1014,0,0,0,3,3,0,0,0,0,1
P-03868,1,120,0,0,0,1,1,0,0,0,0,0
P-03867,3,164,0,0,0,1,1,0,0,0,0,0
P-03884,6,540,0,0,0,3,3,0,0,0,0,0
P-03888,2,150,0,0,1,1,1,0,0,0,0,0
P-03890,3,225,0,0,0,1,1,0,0,0,0,0
P-03892,7,383,0,0,0,3,2,0,0,2,0,0
P-01781,2,180,0,0,0,1,1,0,0,0,0,0
P-01778,1,120,0,0,0,1,1,0,0,0,0,0
P-03900,2,103,0,0,0,1,1,0,0,0,0,0
P-01777,1,90,0,0,0,1,1,0,0,0,0,0
P-03903,3,57,0,0,0,1,1,0,0,0,0,0
P-03904,2,180,0,0,0,1,1,0,0,1,0,0
P-03905,2,78,0,0,0,1,1,0,0,0,0,0
P-03906,4,360,0,0,0,2,1,0,0,0,0,0
P-03907,2,116,0,0,0,1,1,0,0,0,0,0
P-03909,7,399,0,0,0,2,2,0,0,1,0,0
P-03912,1,90,0,0,0,1,1,0,0,0,0,0
P-03913,2,148,0,0,0,1,1,0,0,0,0,0
P-03916,1,90,0,0,0,1,1,0,0,0,0,0
P-03235,5,306,0,0,0,1,1,0,0,4,0,1
P-03234,6,600,0,0,0,2,2,1,1,5,0,0
P-03232,6,540,0,0,0,1,1,1,1,0,0,0
P-02108,3,220,0,0,0,1,1,0,0,0,0,0
P-02543,1,90,0,0,0,1,1,0,0,0,0,0
P-02542,1,13,0,0,0,1,1,0,0,0,0,0
P-02105,4,192,0,0,0,2,2,0,0,1,0,0
P-02539,6,450,0,0,0,2,2,0,0,0,0,0
P-02538,5,450,0,0,0,2,2,0,0,0,0,0
P-02537,5,468,0,0,0,1,1,0,0,0,0,0
P-02535,3,263,0,0,0,2,1,0,0,0,0,0
P-02545,3,270,0,0,0,1,1,1,1,0,0,0
P-02534,4,345,0,0,0,1,1,0,0,0,0,0
P-02109,2,180,0,0,0,1,1,1,0,0,0,0
P-02531,1,120,0,0,0,1,1,0,0,0,0,0
P-02529,2,180,0,0,0,1,1,0,0,0,0,0
