manager_id,n_appearances,n_wc,goals_difference,win_rate,lose_rate,draw_rate,n_wc_wins_rate,C-1,C-2,C-3,Segm K-means PCA,Segment
M-185,3,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,-0.09314387900414003,-0.4507117172438407,0.9825757554406632,2,2
M-189,3,1,2,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,-0.012139620507671124,-0.49945297695926494,0.9933898873783295,2,2
M-193,3,1,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.3118774134782046,-0.6944180158209624,1.036646415128994,2,2
M-194,5,1,1,0.4,0.2,0.4,0.0,0.48996742251854725,-0.275697829024033,1.3166549441953226,2,2
M-205,3,1,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.06886463798879783,-0.5481942366746894,1.0042040193159956,2,2
M-210,4,1,-4,0.25,0.5,0.25,0.0,-0.8170518875132662,-0.008590915708369626,0.32434297370718657,2,2
M-218,4,1,-1,0.25,0.5,0.25,0.0,-0.5740391120238595,-0.15481469485464264,0.356785369520185,2,2
M-229,5,1,2,0.6,0.2,0.2,0.0,0.8645978247094543,-0.987705833059681,0.4979949664740157,2,2
M-247,5,1,3,0.6,0.2,0.2,0.0,0.9456020832059233,-1.0364470927751055,0.5088090984116819,2,2
M-261,5,1,1,0.4,0.2,0.4,0.0,0.48996742251854725,-0.275697829024033,1.3166549441953226,2,2
M-285,5,1,-1,0.2,0.4,0.4,0.0,-0.3420904807114314,0.24848168443702362,1.0487336925016406,2,2
M-289,4,1,1,0.5,0.25,0.25,0.0,0.4255311377653794,-0.7856684568232511,0.6862798681684543,2,2
M-292,3,1,-1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,-0.25515239599707784,-0.35322919781299195,0.9609474915653309,2,2
M-295,5,1,1,0.4,0.4,0.2,0.0,0.11354417997594468,-0.5122675793140488,0.24088784671799973,2,2
M-306,3,1,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,-0.17414813750060895,-0.40197045752841626,0.9717616235029971,2,2
M-310,3,1,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,-0.17414813750060895,-0.40197045752841626,0.9717616235029971,2,2
M-311,4,1,2,0.5,0.25,0.25,0.0,0.5065353962618482,-0.8344097165386755,0.6970940001061205,2,2
M-318,3,1,-7,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,-0.7411779469758913,-0.06078163952044577,0.8960626999393341,2,2
M-323,5,1,5,0.6,0.2,0.2,0.0,1.107610600198861,-1.1339296122059541,0.5304373622870141,2,2
M-326,4,1,0,0.25,0.5,0.25,0.0,-0.49303485352739057,-0.20355595457006698,0.36759950145785114,2,2
M-331,4,1,1,0.5,0.25,0.25,0.0,0.4255311377653794,-0.7856684568232511,0.6862798681684543,2,2
M-336,3,1,-3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,-0.41716091299001556,-0.25574667838214316,0.9393192276899986,2,2
M-351,4,1,-2,0.25,0.5,0.25,0.0,-0.6550433705203283,-0.10607343513921835,0.34597123758251885,2,2
