manager_id,n_appearances,n_wc,goals_difference,win_rate,lose_rate,draw_rate,n_wc_wins_rate,C-1,C-2,C-3,Segm K-means PCA,Segment
M-007,3,1,-5,0.0,0.6666666666666666,0.3333333333333333,0.0,-1.6959184070446882,0.5528974977657186,0.5072026507840834,1,1
M-012,3,1,-2,0.0,0.6666666666666666,0.3333333333333333,0.0,-1.4529056315552813,0.4066737186194455,0.539645046597082,1,1
M-015,3,1,-5,0.0,0.6666666666666666,0.3333333333333333,0.0,-1.6959184070446882,0.5528974977657186,0.5072026507840834,1,1
M-017,3,1,-3,0.0,0.6666666666666666,0.3333333333333333,0.0,-1.5339098900517503,0.45541497833486994,0.5288309146594158,1,1
M-035,3,1,-6,0.0,0.6666666666666666,0.3333333333333333,0.0,-1.776922665541157,0.6016387574811429,0.4963885188464173,1,1
M-038,3,1,-4,0.0,0.6666666666666666,0.3333333333333333,0.0,-1.6149141485482192,0.5041562380502942,0.5180167827217496,1,1
M-040,3,1,-4,0.0,0.6666666666666666,0.3333333333333333,0.0,-1.6149141485482192,0.5041562380502942,0.5180167827217496,1,1
M-044,3,1,-2,0.0,0.6666666666666666,0.3333333333333333,0.0,-1.4529056315552813,0.4066737186194455,0.539645046597082,1,1
M-055,3,1,-7,0.0,0.6666666666666666,0.3333333333333333,0.0,-1.857926924037626,0.6503800171965672,0.4855743869087512,1,1
M-087,3,1,-2,0.0,0.6666666666666666,0.3333333333333333,0.0,-1.4529056315552813,0.4066737186194455,0.539645046597082,1,1
M-106,3,1,-3,0.0,0.6666666666666666,0.3333333333333333,0.0,-1.5339098900517503,0.45541497833486994,0.5288309146594158,1,1
M-110,3,1,-3,0.0,0.6666666666666666,0.3333333333333333,0.0,-1.5339098900517503,0.45541497833486994,0.5288309146594158,1,1
M-126,3,1,-3,0.0,0.6666666666666666,0.3333333333333333,0.0,-1.5339098900517503,0.45541497833486994,0.5288309146594158,1,1
M-129,3,1,-4,0.0,0.6666666666666666,0.3333333333333333,0.0,-1.6149141485482192,0.5041562380502942,0.5180167827217496,1,1
M-138,3,1,-3,0.0,0.6666666666666666,0.3333333333333333,0.0,-1.5339098900517503,0.45541497833486994,0.5288309146594158,1,1
M-145,3,1,-3,0.0,0.6666666666666666,0.3333333333333333,0.0,-1.5339098900517503,0.45541497833486994,0.5288309146594158,1,1
M-203,3,1,-6,0.0,0.6666666666666666,0.3333333333333333,0.0,-1.776922665541157,0.6016387574811429,0.4963885188464173,1,1
M-226,3,1,-2,0.0,0.6666666666666666,0.3333333333333333,0.0,-1.4529056315552813,0.4066737186194455,0.539645046597082,1,1
M-231,3,1,-6,0.0,0.6666666666666666,0.3333333333333333,0.0,-1.776922665541157,0.6016387574811429,0.4963885188464173,1,1
M-233,3,1,-5,0.0,0.6666666666666666,0.3333333333333333,0.0,-1.6959184070446882,0.5528974977657186,0.5072026507840834,1,1
M-237,3,1,-6,0.0,0.6666666666666666,0.3333333333333333,0.0,-1.776922665541157,0.6016387574811429,0.4963885188464173,1,1
M-251,3,1,-5,0.0,0.6666666666666666,0.3333333333333333,0.0,-1.6959184070446882,0.5528974977657186,0.5072026507840834,1,1
M-262,3,1,-3,0.0,0.6666666666666666,0.3333333333333333,0.0,-1.5339098900517503,0.45541497833486994,0.5288309146594158,1,1
M-265,3,1,-5,0.0,0.6666666666666666,0.3333333333333333,0.0,-1.6959184070446882,0.5528974977657186,0.5072026507840834,1,1
M-269,3,1,-2,0.0,0.6666666666666666,0.3333333333333333,0.0,-1.4529056315552813,0.4066737186194455,0.539645046597082,1,1
M-299,3,1,-3,0.0,0.6666666666666666,0.3333333333333333,0.0,-1.5339098900517503,0.45541497833486994,0.5288309146594158,1,1
M-307,3,1,-4,0.0,0.6666666666666666,0.3333333333333333,0.0,-1.6149141485482192,0.5041562380502942,0.5180167827217496,1,1
M-349,3,1,-2,0.0,0.6666666666666666,0.3333333333333333,0.0,-1.4529056315552813,0.4066737186194455,0.539645046597082,1,1
M-355,3,1,-4,0.0,0.6666666666666666,0.3333333333333333,0.0,-1.6149141485482192,0.5041562380502942,0.5180167827217496,1,1
M-357,3,1,-5,0.0,0.6666666666666666,0.3333333333333333,0.0,-1.6959184070446882,0.5528974977657186,0.5072026507840834,1,1
