manager_id,n_appearances,n_wc,goals_difference,win_rate,lose_rate,draw_rate,n_wc_wins_rate,C-1,C-2,C-3,Segm K-means PCA,Segment
M-009,5,1,2,0.6,0.4,0.0,0.0,0.4881745821668519,-1.2242755833496968,-0.577772131003307,3,3
M-011,3,1,-1,0.3333333333333333,0.6666666666666666,0.0,0.0,-0.8825244669014153,-0.7475121149630181,-0.8319976708968734,3,3
M-013,4,1,5,0.75,0.25,0.0,0.0,1.1165808513693027,-1.809716926085228,-0.3073062411545972,3,3
M-016,3,1,4,0.6666666666666666,0.3333333333333333,0.0,0.0,0.6392458026426638,-1.7023800702571528,-0.3674386981779599,3,3
M-019,2,1,0,0.5,0.5,0.0,0.0,-0.3602892658388155,-1.2710290211035515,-0.5626356292719668,3,3
M-020,4,1,2,0.5,0.5,0.0,0.0,0.03600634308359507,-1.1301219044011952,-0.6476148717405328,3,3
M-021,6,1,8,0.6666666666666666,0.3333333333333333,0.0,0.0,1.3146934745227485,-1.5397606549190428,-0.48409342994314275,3,3
M-032,7,1,6,0.7142857142857143,0.2857142857142857,0.0,0.0,1.429364071646224,-1.4246778398097366,-0.5003842594146266,3,3
M-042,3,1,-1,0.3333333333333333,0.6666666666666666,0.0,0.0,-0.8825244669014153,-0.7475121149630181,-0.8319976708968734,3,3
M-043,3,1,-1,0.3333333333333333,0.6666666666666666,0.0,0.0,-0.8825244669014153,-0.7475121149630181,-0.8319976708968734,3,3
M-054,3,1,1,0.3333333333333333,0.6666666666666666,0.0,0.0,-0.7205159499084774,-0.8449946343938668,-0.8103694070215411,3,3
M-061,3,1,-2,0.3333333333333333,0.6666666666666666,0.0,0.0,-0.963528725397884,-0.6987708552475937,-0.8428118028345396,3,3
M-065,3,1,-1,0.3333333333333333,0.6666666666666666,0.0,0.0,-0.8825244669014153,-0.7475121149630181,-0.8319976708968734,3,3
M-067,2,1,3,0.5,0.5,0.0,0.0,-0.11727649034940883,-1.4172528002498246,-0.5301932334589683,3,3
M-073,4,1,0,0.5,0.5,0.0,0.0,-0.12600217390934276,-1.0326393849703466,-0.669243135615865,3,3
M-074,4,1,10,0.75,0.25,0.0,0.0,1.5216021438516474,-2.05342322466235,-0.25323558146626646,3,3
M-077,4,1,-2,0.5,0.5,0.0,0.0,-0.28801069090228054,-0.9351568655394977,-0.6908713994911974,3,3
M-079,2,1,-2,0.5,0.5,0.0,0.0,-0.5222977828317533,-1.173546501672703,-0.5842638931472991,3,3
M-081,3,1,-4,0.3333333333333333,0.6666666666666666,0.0,0.0,-1.1255372423908219,-0.601288335816745,-0.8644400667098718,3,3
M-084,3,1,0,0.3333333333333333,0.6666666666666666,0.0,0.0,-0.8015202084049464,-0.7962533746784424,-0.8211835389592073,3,3
M-094,3,1,0,0.3333333333333333,0.6666666666666666,0.0,0.0,-0.8015202084049464,-0.7962533746784424,-0.8211835389592073,3,3
M-098,3,1,-1,0.3333333333333333,0.6666666666666666,0.0,0.0,-0.8825244669014153,-0.7475121149630181,-0.8319976708968734,3,3
M-116,3,1,-1,0.3333333333333333,0.6666666666666666,0.0,0.0,-0.8825244669014153,-0.7475121149630181,-0.8319976708968734,3,3
M-118,3,1,-1,0.3333333333333333,0.6666666666666666,0.0,0.0,-0.8825244669014153,-0.7475121149630181,-0.8319976708968734,3,3
M-131,3,1,-2,0.3333333333333333,0.6666666666666666,0.0,0.0,-0.963528725397884,-0.6987708552475937,-0.8428118028345396,3,3
M-132,3,1,-4,0.3333333333333333,0.6666666666666666,0.0,0.0,-1.1255372423908219,-0.601288335816745,-0.8644400667098718,3,3
M-135,3,1,-1,0.3333333333333333,0.6666666666666666,0.0,0.0,-0.8825244669014153,-0.7475121149630181,-0.8319976708968734,3,3
M-142,3,1,0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.3152287686567881,-1.5074150313954553,-0.4106952259286245,3,3
M-150,3,1,0,0.3333333333333333,0.6666666666666666,0.0,0.0,-0.8015202084049464,-0.7962533746784424,-0.8211835389592073,3,3
M-152,3,1,-2,0.3333333333333333,0.6666666666666666,0.0,0.0,-0.963528725397884,-0.6987708552475937,-0.8428118028345396,3,3
M-157,3,1,-1,0.3333333333333333,0.6666666666666666,0.0,0.0,-0.8825244669014153,-0.7475121149630181,-0.8319976708968734,3,3
M-160,4,1,2,0.75,0.25,0.0,0.0,0.873568075879896,-1.663493146938955,-0.33974863696759566,3,3
M-169,3,1,0,0.3333333333333333,0.6666666666666666,0.0,0.0,-0.8015202084049464,-0.7962533746784424,-0.8211835389592073,3,3
M-173,6,1,3,0.5,0.5,0.0,0.0,0.3512976935095368,-0.9404735279834145,-0.7434082461467648,3,3
M-176,3,1,-3,0.3333333333333333,0.6666666666666666,0.0,0.0,-1.044532983894353,-0.6500295955321693,-0.8536259347722057,3,3
M-179,5,1,4,0.8,0.2,0.0,0.0,1.3202324853968306,-1.7484550968107533,-0.3098508793096251,3,3
M-188,4,1,0,0.5,0.5,0.0,0.0,-0.12600217390934276,-1.0326393849703466,-0.669243135615865,3,3
M-191,3,1,0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.3152287686567881,-1.5074150313954553,-0.4106952259286245,3,3
M-195,3,1,-7,0.3333333333333333,0.6666666666666666,0.0,0.0,-1.3685500178802288,-0.45506455667047196,-0.8968824625228703,3,3
M-198,6,1,3,0.5,0.5,0.0,0.0,0.3512976935095368,-0.9404735279834145,-0.7434082461467648,3,3
M-200,3,1,1,0.6666666666666666,0.3333333333333333,0.0,0.0,0.39623302715325703,-1.5561562911108797,-0.39988109399095834,3,3
M-206,6,1,4,0.6666666666666666,0.3333333333333333,0.0,0.0,0.9906764405368729,-1.3447956160573455,-0.5273499576938073,3,3
M-207,2,1,0,0.5,0.5,0.0,0.0,-0.3602892658388155,-1.2710290211035515,-0.5626356292719668,3,3
M-211,2,1,1,0.5,0.5,0.0,0.0,-0.2792850073423467,-1.319770280818976,-0.5518214973343006,3,3
M-212,3,1,2,0.3333333333333333,0.6666666666666666,0.0,0.0,-0.6395116914120086,-0.8937358941092911,-0.7995552750838749,3,3
M-213,5,1,5,0.8,0.2,0.0,0.0,1.4012367438932996,-1.7971963565261777,-0.29903674737195896,3,3
M-214,3,1,-3,0.3333333333333333,0.6666666666666666,0.0,0.0,-1.044532983894353,-0.6500295955321693,-0.8536259347722057,3,3
M-215,5,1,-2,0.6,0.4,0.0,0.0,0.1641575481809762,-1.0293105444879993,-0.6210286587539716,3,3
M-216,4,1,3,0.75,0.25,0.0,0.0,0.954572334376365,-1.7122344066543793,-0.3289345050299295,3,3
M-217,3,1,-1,0.3333333333333333,0.6666666666666666,0.0,0.0,-0.8825244669014153,-0.7475121149630181,-0.8319976708968734,3,3
M-220,2,1,1,0.5,0.5,0.0,0.0,-0.2792850073423467,-1.319770280818976,-0.5518214973343006,3,3
M-223,3,1,2,0.3333333333333333,0.6666666666666666,0.0,0.0,-0.6395116914120086,-0.8937358941092911,-0.7995552750838749,3,3
M-228,3,1,2,0.6666666666666666,0.3333333333333333,0.0,0.0,0.47723728564972606,-1.6048975508263041,-0.38906696205329216,3,3
M-230,4,1,-3,0.5,0.5,0.0,0.0,-0.36901494939874946,-0.8864156058240734,-0.7016855314288635,3,3
M-242,4,1,3,0.75,0.25,0.0,0.0,0.954572334376365,-1.7122344066543793,-0.3289345050299295,3,3
M-243,2,1,0,0.5,0.5,0.0,0.0,-0.3602892658388155,-1.2710290211035515,-0.5626356292719668,3,3
M-245,2,1,0,0.5,0.5,0.0,0.0,-0.3602892658388155,-1.2710290211035515,-0.5626356292719668,3,3
M-249,4,1,4,0.75,0.25,0.0,0.0,1.035576592872834,-1.7609756663698037,-0.3181203730922634,3,3
M-250,3,1,-5,0.3333333333333333,0.6666666666666666,0.0,0.0,-1.2065415008872908,-0.5525470761013207,-0.8752541986475381,3,3
M-254,3,1,-1,0.3333333333333333,0.6666666666666666,0.0,0.0,-0.8825244669014153,-0.7475121149630181,-0.8319976708968734,3,3
M-258,3,1,-1,0.3333333333333333,0.6666666666666666,0.0,0.0,-0.8825244669014153,-0.7475121149630181,-0.8319976708968734,3,3
M-268,3,1,-3,0.3333333333333333,0.6666666666666666,0.0,0.0,-1.044532983894353,-0.6500295955321693,-0.8536259347722057,3,3
M-270,6,1,2,0.6666666666666666,0.3333333333333333,0.0,0.0,0.8286679235439351,-1.247313096626497,-0.5489782215691396,3,3
M-274,3,1,-1,0.3333333333333333,0.6666666666666666,0.0,0.0,-0.8825244669014153,-0.7475121149630181,-0.8319976708968734,3,3
M-275,3,1,0,0.3333333333333333,0.6666666666666666,0.0,0.0,-0.8015202084049464,-0.7962533746784424,-0.8211835389592073,3,3
M-276,3,1,-1,0.3333333333333333,0.6666666666666666,0.0,0.0,-0.8825244669014153,-0.7475121149630181,-0.8319976708968734,3,3
M-278,3,1,0,0.3333333333333333,0.6666666666666666,0.0,0.0,-0.8015202084049464,-0.7962533746784424,-0.8211835389592073,3,3
M-282,3,1,1,0.3333333333333333,0.6666666666666666,0.0,0.0,-0.7205159499084774,-0.8449946343938668,-0.8103694070215411,3,3
M-293,4,1,10,0.75,0.25,0.0,0.0,1.5216021438516474,-2.05342322466235,-0.25323558146626646,3,3
M-300,6,1,-3,0.5,0.5,0.0,0.0,-0.13472785746927665,-0.6480259696908685,-0.8082930377727617,3,3
M-301,3,1,0,0.3333333333333333,0.6666666666666666,0.0,0.0,-0.8015202084049464,-0.7962533746784424,-0.8211835389592073,3,3
M-302,3,1,-6,0.3333333333333333,0.6666666666666666,0.0,0.0,-1.2875457593837598,-0.5038058163858963,-0.8860683305852042,3,3
M-303,3,1,0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.3152287686567881,-1.5074150313954553,-0.4106952259286245,3,3
M-305,4,1,-1,0.5,0.5,0.0,0.0,-0.20700643240581165,-0.983898125254922,-0.6800572675535312,3,3
M-309,3,1,-5,0.3333333333333333,0.6666666666666666,0.0,0.0,-1.2065415008872908,-0.5525470761013207,-0.8752541986475381,3,3
M-314,3,1,0,0.3333333333333333,0.6666666666666666,0.0,0.0,-0.8015202084049464,-0.7962533746784424,-0.8211835389592073,3,3
M-317,3,1,-2,0.3333333333333333,0.6666666666666666,0.0,0.0,-0.963528725397884,-0.6987708552475937,-0.8428118028345396,3,3
M-324,3,1,-2,0.3333333333333333,0.6666666666666666,0.0,0.0,-0.963528725397884,-0.6987708552475937,-0.8428118028345396,3,3
M-333,4,1,0,0.5,0.5,0.0,0.0,-0.12600217390934276,-1.0326393849703466,-0.669243135615865,3,3
