match_name,total_teams_score,yellow_card,red_card,substitutions,n_same_squad_match,0
Cameroon v Italy,5,16,2,12,2,5
Chile v Switzerland,5,18,2,12,2,5
Croatia v France,9,12,2,20,2,5
England v Portugal,4,11,2,16,3,5
France v South Africa,6,10,2,22,2,5
Germany v Portugal,8,12,2,24,2,5
Greece v Nigeria,5,16,2,18,2,5
Italy v Uruguay,3,18,2,22,3,5
Mexico v Netherlands,7,18,2,22,2,5
Mexico v South Korea,7,14,2,24,2,5
Netherlands v Uruguay,7,16,2,10,2,5
